Date,Original Headline,Generated Headline,Keywords,Generated Summary
20180412,"OPEC Predicts Increase in Global Demand, Raises Non-OPEC Supply Forecast","OPEC Raises Global Oil Demand Forecast as Non-OPEC Supply Surges, Led by U.S. Output","OPEC, oil demand, non-OPEC supply, U.S. production, crude prices","OPEC's latest report forecasts higher global oil demand and a larger-than-expected increase in non-OPEC supply, mainly due to surging U.S. production, while oil prices dipped following the news."
20180412,OPEC sees oil markets tighten further even as U.S. shale booms,OPEC Says Global Oil Surplus Nearly Gone as Demand Rises and Supply Cuts Take Effect,"OPEC, oil stocks, supply cuts, demand growth, US shale","OPEC reports that global oil stockpiles are nearing depletion due to strong demand and ongoing supply cuts, while also raising its forecast for non-OPEC production growth, particularly from the US. The group’s output remains below target, and discussions are underway to potentially extend supply cuts into 2019."
20180412,OPEC Sees Tighter Market as Oil Output Drops to Lowest in a Year,OPEC Oil Output Drops to Yearly Low as Supply Tightens and Prices Surge,"OPEC, oil production, Venezuela, supply cuts, global markets","OPEC’s oil production fell to its lowest level in a year last month, driven by declines in Venezuela and Saudi Arabia, raising concerns of tighter global markets and higher prices amid geopolitical tensions. The group’s output curbs have nearly eliminated the crude glut, and inventories are expected to drop further if current trends continue."
20180412,"Trump says no timeline for NAFTA talks, getting close to deal","Trump Says NAFTA Talks Progressing, No Rush for Final Deal","NAFTA, Trump, negotiations, trade deal, agriculture","President Trump stated that NAFTA negotiations are progressing well and that he is not rushing for a final agreement, suggesting a deal could be reached in the coming months."
20180412,UAE says most countries in oil cut deal like idea of long-term alliance,OPEC and Partners Favor Long-Term Alliance to Stabilize Oil Market,"OPEC, oil producers, supply cuts, alliance, UAE","Most OPEC and independent oil producers support forming a long-term alliance to coordinate oil market actions beyond the current supply cut deal, according to the UAE energy minister. The group aims to strengthen cooperation and trust among producers to better manage the global oil market."
20180413,Aramco is world's most profitable oil company: Bloomberg,"Saudi Aramco's Profits Soar, But $2 Trillion Valuation Faces Investor Skepticism","Saudi Aramco, IPO, valuation, oil profits, Bloomberg","Saudi Aramco reported massive profits and cash flow ahead of its planned IPO, but analysts question whether its $2 trillion valuation target is realistic compared to industry peers."
20180413,Crude Oil Prices Settle Higher to Post 8.6% Weekly Gain,Crude Oil Prices Surge to Highest Weekly Gain Since July Amid Geopolitical Tensions and Supply Declines,"crude oil, geopolitical tensions, OPEC, supply decline, US output","Crude oil prices posted their largest weekly gain since July, driven by rising geopolitical tensions and falling global inventories despite increased US output and higher rig counts. OPEC production fell to its lowest since March 2017, while the International Energy Agency predicted further supply tightening."
20180413,Gold Inches Up as Syria Tensions Weigh,Gold Edges Higher as Middle East Tensions and Weaker Dollar Boost Safe-Haven Demand,"gold, Middle East, U.S. dollar, Syria, precious metals","Gold prices rose slightly amid escalating Middle East tensions and a weaker U.S. dollar, making the metal more attractive to investors seeking safety. Other precious metals, including silver, platinum, and palladium, also saw gains."
20180413,Gold Prices Edge Up on Syria Concerns,"Gold Prices Edge Higher Amid Syria Tensions, Dollar Fluctuations","gold, Syria, dollar, futures, precious metals","Gold prices rose slightly on Friday due to ongoing tensions over Syria, but gains were limited as a firmer U.S. dollar weighed on demand for the metal; silver and platinum prices also slipped."
20180413,Gold Prices Remain Close to Session Highs as Geopolitical Tensions Persist,Gold Prices Near Session Highs as Safe-Haven Demand Rises Amid Geopolitical Tensions and Trade War Fears,"gold, safe-haven, trade war, dollar, geopolitical","Gold prices climbed near session highs, driven by safe-haven demand amid ongoing geopolitical tensions and U.S.-China trade concerns, while a weaker dollar further supported gains; silver rose, platinum and copper slipped."
20180413,Gold Rallies as U.S. Dollar Struggles for Direction,Gold Rises as Dollar Wavers and Middle East Tensions Persist,"gold, dollar, Syria, inflation, precious metals","Gold prices climbed as the U.S. dollar remained steady and geopolitical tensions in the Middle East heightened, with investors seeking safe-haven assets amid uncertainty over potential U.S. military action in Syria. Other precious metals also saw mixed movements, with silver and palladium rising while platinum dipped."
20180413,"Gold trending up, but still stalled by hawkish Fed",Gold Rises Amid Global Tensions but Remains Range-Bound as Fed Rate Hikes Loom,"gold, interest rates, global tensions, equities, Federal Reserve","Gold prices have climbed over 3% this year, supported by geopolitical tensions and equity volatility, but remain stuck in a narrow range due to expectations of further U.S. interest rate hikes. Analysts say rising rates are capping gains, though ongoing global risks and economic concerns could support gold later in the year."
20180413,Goldman Sachs Says You Must Own Commodities in These Tense Times,Goldman Sachs Sees Strong Case for Commodities Amid Geopolitical Tensions and Supply Risks,"commodities, oil, aluminum, sanctions, geopolitical tensions","Goldman Sachs has reiterated its overweight recommendation on commodities, citing strong economic growth and escalating geopolitical tensions that are driving up prices for oil and aluminum, with the bank forecasting a 10% return over the next year. Supply disruptions from Middle East conflicts and U.S. sanctions on Russia and Iran are fueling market volatility and upside risk."
20180413,IEA says 'mission accomplished' for OPEC as oil stocks shrink,"IEA Says OPEC-Led Output Cuts Have Balanced Oil Markets, Warns of Potential Supply Tightness","OPEC, oil stocks, IEA, production cuts, global demand","The International Energy Agency reports that OPEC and its allies have nearly achieved their goal of reducing global oil stocks to desired levels, but warns that continued supply restraint could make markets too tight as demand rises and production in some countries falters."
20180413,IEA Says Oil Glut Almost Over; Oil Demand Unchanged,"OPEC-Led Production Cuts Ease Global Oil Glut, IEA Reports","OPEC, oil supply, production cuts, IEA, crude prices","The International Energy Agency reported that OPEC and Russia's production cuts have significantly reduced the global oil glut, while oil prices remain influenced by both supply agreements and rising U.S. output. The agency maintained its 2018 demand outlook but warned that U.S.-China trade tensions could impact future demand."
20180413,Oil eases as Trump backtracks on imminent Syria strike,Oil Prices Dip After Trump Softens Syria Rhetoric but Head for Biggest Weekly Gain Since July,"oil prices, Syria, Trump, OPEC, sanctions","Oil prices slipped after President Trump moderated his stance on Syria, but both Brent and NYMEX crude are still on track for their largest weekly gains since July, driven by geopolitical tensions and tightening global supply."
20180413,Oil Prices on Track for Weekly Gains of More Than 8%,Oil Prices Surge as OPEC Cuts and Market Stabilization Drive Largest Weekly Gains Since July,"crude oil, OPEC, IEA, market stabilization, weekly gains","Crude oil prices climbed over 8% for the week, buoyed by OPEC-led supply cuts and positive IEA reports indicating global inventories are nearing target levels, with further support from geopolitical tensions in Syria."
20180413,What Trade War? Tariff Threat Isn't Holding Back Soy Market,U.S. Farmers Shift to Record Soybean Plantings Amid Trade Tensions and Global Demand,"soybeans, U.S. farmers, trade tensions, exports, crop prices","U.S. farmers are planting record amounts of soybeans this year, driven by lower input costs and strong global demand, despite ongoing trade tensions with China and weather-related planting delays. Soybeans are set to surpass corn as the most-planted crop in America for only the second time in history."
20180414,IMF resumes lending to Chad following Glencore debt deal,IMF Resumes Loans to Chad After Debt Deal With Glencore and Banks,"Chad, IMF, debt restructuring, Glencore, economic growth","The IMF will restart loan disbursements to Chad following a debt restructuring agreement with Glencore and banks, and projects Chad's economy to grow by 3.5% this year if the deal is implemented."
20180415,Crude Oil Prices - Weekly Outlook: April 16 - 20,Oil Prices Surge as US-Led Strikes in Syria Heighten Middle East Tensions,"Syria, oil prices, US strikes, OPEC, Russia","US-led airstrikes in Syria have escalated tensions with Russia and driven oil prices to their highest levels in years, with markets closely watching supply data and OPEC decisions amid rising US output."
20180415,Gold / Silver / Copper Prices - Weekly Outlook: April 16 - 20,Gold Prices Rise on Geopolitical Tensions but Face Pressure from Stronger Dollar and Fed Rate Hike Expectations,"gold, U.S.-China trade, Federal Reserve, dollar, metals","Gold prices climbed amid U.S.-China trade tensions and geopolitical risks, but gains were limited by expectations of higher U.S. interest rates and a stable dollar; traders are watching upcoming economic data and central bank meetings for further market direction."
20180415,"Oil, gold open lower despite Syria strikes; Russian retaliation in focus",Gold and Oil Dip Slightly After Measured Western Strikes on Syria; Markets Await Further Developments,"Syria strikes, gold prices, oil market, equities, geopolitical risk","Gold and oil prices eased slightly after Western missile strikes on Syria, with markets stabilizing as the attack was limited and carefully targeted; further market volatility is expected only if there is additional escalation or retaliation."
20180415,U.S. recalls more than 200 million eggs over salmonella fears,Largest US Egg Recall Since 2010 After Salmonella Outbreak Linked to North Carolina Farm,"egg recall, salmonella, FDA, Rose Acre Farms, North Carolina","Nearly 207 million eggs from a North Carolina farm are being recalled across nine states after 22 people fell ill from salmonella, marking the largest US egg recall since 2010."
20180416,Crude Oil Prices Settle 1.74% Lower as Geopolitical Tensions Ease,Oil Prices Fall as Geopolitical Tensions Ease and US Output Rises,"crude oil, geopolitical tensions, US output, OPEC, oil prices","Crude oil prices dropped from recent highs as easing geopolitical tensions reduced supply concerns, while a rise in US oil rigs signaled continued output growth. Losses were limited by hopes that OPEC's production cut agreement may be extended into 2019."
20180416,Gold Prices Flat as Waning Syria Jitters Offset Dollar Weakness,Gold Prices Stall as Syria Tensions Ease and Safe-Haven Demand Weakens,"gold, Syria, safe-haven, sanctions, dollar","Gold prices saw limited gains despite a weaker dollar as easing fears of wider conflict in Syria and uncertainty over new U.S. sanctions on Russia reduced safe-haven demand, while bullish bets on gold declined."
20180416,Gold Prices Hit Day’s Highs on Softer Dollar,Gold Prices Climb as Dollar Weakens Amid Easing Syria Tensions,"gold, dollar, Syria, sanctions, metals","Gold prices rose as the dollar weakened following reduced fears of escalation in Syria and new U.S. sanctions on Russia, while other precious and base metals also gained. President Trump's comments on currency devaluation by Russia and China further pressured the dollar."
20180416,Gold Prices Swing between Small Gains and Losses,Gold Prices Steady as Markets Weigh Syria Strikes and Geopolitical Risks,"gold, Syria, missile strikes, safe haven, dollar","Gold prices remained stable despite U.S.-led missile strikes on Syria, as markets balanced geopolitical tensions with relief over the lack of Russian response, while the dollar weakened and other precious metals saw slight declines."
20180416,"Kuwait Sees OPEC, Allies Mulling Longer Oil Cuts at June Meeting",OPEC and Allies to Weigh Extending Oil Output Cuts Into 2019 at June Meeting,"OPEC, oil cuts, output agreement, Kuwait, Russia","OPEC and its partners, including Russia, will meet in June to consider extending oil production cuts into 2019 as they assess market conditions, with no final decision yet made on prolonging the agreement beyond this year."
20180416,Natural Gas Futures Start The Week In Positive Territory,Natural Gas Futures Hit Four-Week High as Cold Weather Delays Storage Season,"natural gas, futures, storage, production, weather","U.S. natural gas futures rose to a four-week high due to lingering cold weather delaying the storage injection season, though experts caution that demand remains weak and production is at record levels. Storage levels are significantly below seasonal averages, with another draw expected in this week's data."
20180416,Oil Prices Bumpy After Western Strikes On Syria,Oil Prices Dip as Markets React to Syria Strikes and Rising U.S. Drilling,"oil prices, Syria strikes, OPEC, U.S. drilling, Middle East","Oil prices fell in Asian trading after Western air strikes in Syria, with markets balancing concerns over Middle East tensions, OPEC-led supply cuts, and increased U.S. drilling activity. Despite supply restraints and strong demand, rising U.S. production continues to pressure prices."
20180416,Oil prices drop as fears about Syria strikes fallout wane,Oil Prices Drop Nearly 2% as Middle East Tensions Ease and U.S. Drilling Rises,"oil prices, Middle East, Syria air strikes, U.S. drilling, Brent crude","Oil prices fell nearly 2% after increased U.S. drilling activity and reduced fears of escalating Middle East conflict following air strikes on Syria, despite recent gains driven by geopolitical concerns. Brent crude remains up over 16% from its February 2018 low."
20180416,Oil Prices Rise On Risk Of Supply Disruptions,Oil Prices Climb Amid Middle East Tensions and Supply Concerns,"oil prices, Middle East, supply disruption, OPEC, sanctions","Oil prices rose in Asia due to heightened concerns over supply disruptions from Middle East tensions, renewed U.S. sanctions on Iran, and falling Venezuelan output, while OPEC-led supply restraint and a weaker dollar also supported the market. Investors are less concerned about Syria escalating, but ongoing geopolitical risks continue to influence oil markets."
20180416,Oil Prices Sink Amid Indications Syria Attack A One-Off,"Oil Prices Fall as Syria Strikes Seen as Limited, Rising U.S. Output Weighs on Market","crude oil, Syria strikes, U.S. production, OPEC, Brent","Oil prices dropped after U.S.-led missile strikes on Syria appeared to be a one-time event, while rising U.S. shale output and increased drilling raised concerns about oversupply despite recent gains. Traders are watching for new U.S. inventory data and signals from OPEC on future production cuts."
20180416,Oil Prices Slide as Increasing Shale Production Forces Profit-Taking,Oil Prices Fall as Rising U.S. Shale Output and Easing Middle East Tensions Spur Profit-Taking,"crude oil, shale production, OPEC, Middle East, oil prices","Crude oil prices declined as increased U.S. shale production and reduced Middle East tensions prompted traders to take profits after last week's strong gains, raising concerns about the impact on OPEC's supply-cut efforts."
20180416,Oil Prices Slump As Shale Worries Linger And Syria Fears Subside,Oil Prices Dip as Syria Tensions Ease and U.S. Output Hits Record High,"oil prices, Syria strike, U.S. production, OPEC cuts, shale","Oil prices fell as investors anticipated no further escalation in Syria after U.S.-led strikes, while record U.S. shale output and increased drilling raised concerns about oversupply despite OPEC's ongoing production cuts. Traders are watching upcoming U.S. inventory data and signals from global producers on future output agreements."
20180417,Crude Oil Prices Settle Higher as Traders Eye Draw in US Crude Supplies,Oil Prices Edge Higher as Investors Await U.S. Inventory Data Amid Easing Geopolitical Tensions,"crude oil, inventory, sanctions, OPEC, Russia","Oil prices settled slightly higher as investors anticipated a draw in U.S. crude inventories, while easing geopolitical tensions and uncertainty over new U.S. sanctions on Russia limited gains. The market balanced expectations of lower U.S. supplies against reduced fears of supply disruptions from Syria and Russia."
20180417,ETF Investors Cash In Gains From Aluminum's Best Rally Ever,Aluminum Rally Faces Skepticism as ETF Investors Cash Out Amid Supply Concerns,"aluminum, ETF outflows, supply glut, Rusal sanctions, price rally","Aluminum prices surged to record weekly gains amid Rusal sanctions, but analysts warn the rally may be unsustainable as ETF investors exit and large off-exchange inventories loom."
20180417,Gold Drifts Lower As Investors Dump Safe Havens,Gold Prices Slip as Middle East Tensions Ease and Dollar Weakens,"gold prices, Syria, Federal Reserve, US dollar, China economy","Gold prices fell as investors anticipated limited escalation from US-led strikes on Syria, reducing safe-haven demand, while the dollar continued to weaken and markets awaited US economic data and Fed commentary. Other metals also declined amid mixed economic signals from China."
20180417,Gold Prices Feel Downward Pressure from Dollar,Gold Prices Slip as Dollar Rebounds and Fed Officials Signal Gradual Rate Hikes,"gold, dollar, Fed, interest rates, metals","Gold prices fell as the U.S. dollar strengthened and Federal Reserve officials reiterated support for gradual rate hikes, while mixed U.S. economic data and China's steady growth influenced broader metals markets. Silver and platinum rose, palladium and copper declined, and traders expect a June rate hike."
20180417,Gold Prices Off Lows as Dollar Gives Up Gains,Gold Prices Recover from Lows as Dollar Weakens Despite Strong U.S. Data,"gold, dollar, safe-haven, geopolitical tensions, precious metals","Gold prices rebounded from session lows as the dollar weakened, despite strong U.S. economic data and easing geopolitical tensions reducing safe-haven demand. Other precious metals, including silver, platinum, copper, and aluminium, also posted gains."
20180417,Gold Prices Slip Amid Easing Geopolitical Tensions,Gold Prices Dip as Geopolitical Tensions Ease and Investors Eye China Data,"gold, geopolitical tensions, China GDP, US dollar, precious metals","Gold prices edged lower as easing tensions in Syria reduced safe-haven demand, while investors shifted focus to Chinese economic data and upcoming US-Japan trade talks. China’s GDP met expectations but industrial production disappointed, and a stronger US dollar further pressured gold."
20180417,Natural Gas Futures Drift Lower After Reaching 1-Month Peak,Natural Gas Futures Slip After Hitting Four-Week High Amid Cooler Weather,"natural gas, futures, storage, production, demand","U.S. natural gas futures edged lower after reaching a four-week high, as cooler weather temporarily boosted demand but experts warn that spring typically brings weaker consumption; storage levels remain well below average despite record production."
20180417,Oil Prices Bounce Back As Focus Shifts to U.S. Supply Data,Oil Prices Edge Higher as Investors Await U.S. Inventory Data and Monitor Rising Output,"oil prices, U.S. inventories, shale production, OPEC, Middle East","Oil prices rose slightly as investors awaited U.S. inventory data and monitored record-high American shale output, which could challenge OPEC's efforts to curb global supply. Recent declines were attributed to easing Middle East tensions and increased U.S. drilling activity."
20180417,Oil Prices Rise On Global Supply Risks,Oil Prices Climb Amid Middle East Tensions and Supply Concerns,"oil prices, Middle East, supply disruptions, OPEC, US production","Oil prices rose in Asia due to heightened supply risks from Middle East tensions, US sanctions on Iran, and Venezuela's crisis, while OPEC-led supply cuts and falling US inventories further supported the market; however, rising US output is expected to temper prices next year."
20180417,Oil Rises as Traders Look Ahead to Data,Oil Prices Edge Higher as Traders Await U.S. Inventory Data and Middle East Tensions Ease,"oil prices, crude inventories, Middle East, OPEC, shale","Oil prices rose slightly as traders anticipated U.S. crude inventory data and concerns over Middle East tensions diminished, with OPEC production cuts and U.S. shale output continuing to influence the market. Other energy futures saw mixed movements, with gasoline and heating oil down and natural gas up."
20180417,Oil supported as investors factor in supply risks,Oil Prices Edge Higher Amid Middle East Tensions and Supply Concerns,"oil prices, Middle East, supply disruption, Iran sanctions, US shale","Oil prices rose slightly as investors weighed risks of supply disruptions from Middle East tensions, renewed US sanctions on Iran, and falling Venezuelan output, while US shale production continued to climb. Despite geopolitical risks supporting prices, analysts caution that fundamentals may not sustain a prolonged rally without actual supply interruptions."
20180417,OPEC-Russia Talks Set to Sustain Oil Cuts Even as Glut Vanishes,OPEC and Russia Poised to Extend Oil Output Cuts as Prices Surge and Political Risks Mount,"OPEC, Russia, oil prices, output cuts, Saudi Arabia","OPEC and Russia are set to discuss extending oil production cuts in Saudi Arabia as prices reach a three-year high and political tensions threaten further supply disruptions. The alliance, which has helped eliminate a global oil glut, is considering long-term cooperation despite risks from Venezuela’s crisis and potential U.S. sanctions on Iran."
20180417,Russia Sanctions Throw Global Aluminum Supply Chain Into Chaos,"US Sanctions on Rusal Disrupt Global Aluminum Supply Chain, Forcing Rivals to Scramble","Rusal, Rio Tinto, alumina, sanctions, supply chain","US sanctions on Rusal have caused chaos in the global aluminum supply chain, forcing major producers like Rio Tinto to seek new sources of alumina and consider suspending operations as prices surge and supply tightens. The disruption has led to force majeure declarations and contingency planning across the industry."
20180417,Trump energy aide Catanzaro returns to lobbying,Top White House Energy Adviser Mike Catanzaro Steps Down to Return to Lobbying,"Mike Catanzaro, White House, energy policy, lobbying, Trump administration","President Trump's top domestic energy adviser, Mike Catanzaro, is stepping down to return to lobbying, with Francis Brooke set to replace him; Catanzaro's departure follows other recent exits from the White House economic team."
20180417,"Under military rule, Venezuela oil workers quit in a stampede",Venezuela’s Oil Industry Faces Crisis as Mass Worker Exodus Deepens Under Military Leadership,"PDVSA, resignations, oil production, Venezuela, Quevedo","Thousands of workers, including key professionals, are quitting Venezuela’s state oil company PDVSA amid worsening conditions and military control, causing operational disruptions and threatening the country’s vital oil output. The exodus is accelerating as economic turmoil, poor wages, and political infighting grip the industry."
20180417,Venezuela arrests two Chevron executives amid oil purge,Chevron Executives Arrested in Venezuela Amid Oil Sector Crackdown,"Chevron, Venezuela, arrests, oil sector, PDVSA","Two Chevron executives were arrested by Venezuelan authorities amid a crackdown on alleged corruption in the oil sector, highlighting increased risks for foreign firms operating in the country. The detentions follow disagreements with state oil company PDVSA and come as President Maduro continues a purge of industry officials."
20180418,Crude Oil Prices Settle Above $68 for First Time Since December 2014,Crude Oil Prices Surge to Three-Year High on Unexpected Inventory Draws,"crude oil, inventory, OPEC, prices, production","Crude oil prices climbed above $68 a barrel for the first time since 2014 after unexpected declines in U.S. crude and product inventories, easing concerns about rising U.S. output and supporting OPEC's supply-cut efforts. Investors are now focused on the upcoming OPEC and non-OPEC ministerial meeting."
20180418,Exclusive: OPEC's new price hawk Saudi Arabia seeks oil as high as $100 - sources,Saudi Arabia Aims for Higher Oil Prices as OPEC Maintains Supply Cuts,"Saudi Arabia, OPEC, oil prices, supply cuts, Aramco IPO","Saudi Arabia is pushing for oil prices to rise to $80 or even $100 a barrel and is unlikely to support changes to OPEC's supply-cutting deal, as it seeks to boost revenues ahead of the Aramco IPO and fund economic reforms. OPEC's production cuts have already driven prices to their highest since 2014, but officials believe further increases are needed to support investment and national initiatives."
20180418,Gold Prices Edge Lower on Firmer Dollar,Gold Prices Slip as Dollar Strengthens and Risk Appetite Grows,"gold, dollar, risk appetite, interest rates, precious metals","Gold prices fell slightly as a stronger dollar and improved market sentiment reduced safe haven demand, while expectations of further U.S. interest rate hikes also weighed on bullion. Silver, platinum, and copper prices, however, saw modest gains."
20180418,Gold Prices Rise With Fed References on the Horizon,Gold Prices Rise as Investors Await Federal Reserve Guidance,"gold, Federal Reserve, interest rates, dollar, precious metals","Gold prices climbed amid a steady dollar and anticipation of Federal Reserve commentary, with investors eyeing the Beige Book and upcoming remarks from Fed officials; silver, palladium, platinum, and copper also posted gains."
20180418,Gold Prices Sidestep Easing Geopolitical Tensions as Dollar Remains Subdued,Gold Prices Edge Higher as Weaker Dollar Offsets Easing Geopolitical Tensions,"gold, dollar, Fed, North Korea, precious metals","Gold prices rose despite reduced geopolitical tensions, supported by a weaker dollar and concerns over a possible yield curve inversion, while silver, platinum, and copper also posted gains. Investors await the Fed’s beige book for further economic signals."
20180418,"Gold Prices Slip Amid Upbeat U.S. Housing, Industrial Output Data",Gold Prices Dip as Strong U.S. Data Boosts Dollar,"gold, dollar, housing starts, Federal Reserve, industrial production","Gold prices fell as the U.S. dollar strengthened following positive housing and industrial output data, while investors watched for further cues from upcoming U.S.-Japan trade talks and Fed policy signals. Silver also declined, but platinum edged higher in other precious metals trading."
20180418,"Goldman Sachs Warns Rusal Shock May Drive Aluminum to $3,000","Goldman Sachs Predicts Aluminum Prices Could Surge to $3,000 Amid U.S. Sanctions on Russian Producer","aluminum, sanctions, Rusal, Goldman Sachs, prices","Goldman Sachs forecasts aluminum prices could spike to $3,000 per ton due to U.S. sanctions on Russia’s Rusal, warning of further market disruptions if additional curbs target Russian coal and other commodities. The bank expects prices to remain elevated in the near term before eventually retreating as the market adjusts."
20180418,Iran Deal Renewal Question Will Keep Oil Markets On Edge,Oil Prices Hover Near Multi-Year High Amid Mideast Tensions and Uncertainty Over Iran Deal,"oil prices, Iran, Syria, sanctions, OPEC","Oil prices remain close to a 3.5-year high due to heightened Middle East tensions and uncertainty over the U.S. stance on the Iran nuclear deal, with traders watching for potential impacts on global supply. President Trump faces a May 12 deadline to decide on renewing sanction waivers, which could affect Iranian oil exports and OPEC's response."
20180418,Never mind OPEC - Brent oil market braces for Iran deadline,Oil Market Volatility Surges as Investors Brace for Potential Iran Sanctions,"oil prices, Iran sanctions, Brent crude, market volatility, OPEC","Oil investors are driving up volatility and call option demand amid uncertainty over the future of Iran's nuclear deal, with analysts and banks warning that renewed sanctions could significantly boost prices. OPEC-led supply cuts and geopolitical tensions have already pushed oil above $70 a barrel, making it one of 2018's top-performing assets."
20180418,Oil Continues Higher Amid Bets For Bullish U.S. Supply Data,Oil Prices Rise Ahead of U.S. Supply Data Amid Middle East Tensions,"crude oil, inventories, EIA, API, Middle East","Crude oil prices climbed as investors anticipated a significant drop in U.S. oil supplies, with additional support from ongoing geopolitical tensions in the Middle East."
20180418,Oil Extends Gains After Crude Inventories Data,US Crude Oil Prices Surge as Inventories Drop More Than Expected,"oil prices, US inventories, OPEC, supply cuts, Middle East","US crude oil prices rose sharply after government data showed a larger-than-expected drop in inventories, with additional support from ongoing OPEC supply cuts and geopolitical tensions in the Middle East. Brent oil also climbed, while gasoline and heating oil futures posted gains."
20180418,"Oil jumps 3 percent on Saudi price target, U.S stockpiles",Oil Prices Surge Nearly 3% as Saudi Arabia Signals Support for Higher Crude and U.S. Inventories Fall,"oil prices, Saudi Arabia, OPEC, crude inventories, supply cuts","Oil futures rose nearly 3% after U.S. crude inventories declined and sources indicated Saudi Arabia supports higher prices, with OPEC expected to maintain supply cuts despite reaching its original targets. Geopolitical tensions and strong demand also contributed to the price increase, while analysts predict potential future price moderation due to rising U.S. output."
20180418,OPEC-Russia Talks Set to Keep Oil Cuts Even as Glut Vanishes,OPEC and Russia Poised to Extend Oil Output Cuts as Prices Hit Three-Year High,"OPEC, Russia, oil prices, output cuts, Saudi Arabia","OPEC and Russia are set to discuss extending oil production cuts in Saudi Arabia as prices reach their highest levels since 2014, driven by supply curbs and geopolitical tensions. The alliance aims to maintain discipline despite risks of further supply disruptions from Venezuela and Iran."
20180419,Canada's Trudeau says oil pipeline will be built,Trudeau Vows Kinder Morgan Pipeline Will Proceed in Canadians' Best Interests,"Kinder Morgan, pipeline, Trudeau, Canada, Trans Mountain","Canadian Prime Minister Justin Trudeau affirmed that the Kinder Morgan Trans Mountain pipeline expansion will move forward in a manner that protects Canadian interests, with the finance minister engaging in financial discussions with the company amid environmental opposition from British Columbia."
20180419,Commodities - Natural Gas Futures Pare Losses After Storage Data,"US Natural Gas Storage Drops Sharply, Remains Well Below Seasonal Averages","natural gas, storage, EIA, production, demand","US natural gas storage fell by 36 billion cubic feet last week, remaining significantly below both last year's levels and the five-year average, as record production continues to offset weak seasonal demand."
20180419,Crude Oil Prices Settle Lower; OPEC Meeting Eyed,Oil Prices Dip as Traders Take Profits Ahead of OPEC Compliance Meeting,"crude oil, OPEC, production cuts, Kazakhstan, global supply","Crude oil prices eased after recent highs as traders took profits and reports showed a slight increase in global supply, while OPEC and its allies are expected to confirm continued compliance with production cuts at an upcoming meeting."
20180419,Deripaska Plant Faces Soaring Power Bill After Trump Sanctions,Swedish Aluminum Smelter Faces Soaring Power Costs After Suspension from Nordic Market,"aluminum, electricity, sanctions, Rusal, Sweden","A Swedish aluminum plant owned by Russia’s Rusal has been suspended from the Nordic power market due to U.S. sanctions, forcing it to seek more expensive electricity options and raising its operating costs significantly. The plant, one of Sweden’s largest power consumers, is now reliant on pricier short-term or standard supply deals."
20180419,European utilities retrench as cross-border deals lose appeal,European Utilities Retreat from Cross-Border Deals Amid Rising Nationalism,"utilities, nationalism, mergers, Europe, foreign ownership","European utility companies are shifting focus back to domestic markets and unwinding cross-border mergers as nationalist governments resist foreign ownership of strategic energy assets, reversing a decade-long trend of international expansion. Falling power prices and political backlash have made international deals less attractive and more difficult to sustain."
20180419,Exclusive: Brazil's Petrobras near deal with China's CNPC to swap refinery investment for oil,China Nears Deal for First Refinery Stake in Americas Through Petrobras Partnership,"Petrobras, CNPC, Comperj, oil refinery, investment","Brazil's Petrobras is close to finalizing a deal with China's CNPC for investment in the Comperj oil refinery, potentially granting China its first refining capacity in the Americas in exchange for crude oil and stakes in oil fields. The agreement could involve $3 billion in investment and reflects growing Chinese interest in Brazil's oil sector."
20180419,Gold Prices Claw Back Losses Despite Dollar Strength,Gold Prices Steady Despite Stronger Dollar and Rising Bond Yields,"gold, inflation, bond yields, Federal Reserve, precious metals","Gold prices held above recent lows as traders supported the metal despite rising bond yields and a stronger dollar, with inflation concerns fueled by robust economic data and the Federal Reserve's outlook. Silver edged higher, while platinum and copper prices declined."
20180419,Gold Prices Edge Up; Dollar Steadies On Higher U.S. Yields,Gold Edges Higher as Dollar Steadies Amid Rising Treasury Yields and Geopolitical Uncertainty,"gold, dollar, treasury yields, trade talks, geopolitical","Gold prices inched up while the U.S. dollar remained steady, supported by higher Treasury yields and ongoing U.S.-Japan trade discussions, as investors also monitored geopolitical developments involving the planned U.S.-North Korea summit. Silver dipped slightly and platinum gained in other precious metals trading."
20180419,Gold Prices Move Lower as 10-year Treasury Yield Tops 2.9%,Gold Prices Dip as Treasury Yields Rise and Dollar Holds Steady,"gold, Treasury yields, Federal Reserve, interest rates, U.S. economy","Gold prices edged lower as rising U.S. Treasury yields and a steady dollar weighed on the metal, while mixed economic data and Federal Reserve commentary kept traders focused on the outlook for interest rates."
20180419,Gold Prices Tick Higher as Dollar Slips; Eyes on Talks with North Korea,Gold Prices Edge Higher Amid Dollar Weakness and Geopolitical Uncertainty,"gold, dollar, Fed, North Korea, metals","Gold prices rose slightly as the dollar weakened and uncertainty surrounded the planned U.S.-North Korea summit, while traders watched Fed signals and other metals also posted gains."
20180419,Mexican ministers head to Washington amid NAFTA talks: Mexico government,Mexican Ministers to Meet U.S. Officials in Washington for NAFTA Talks,"NAFTA, Mexico, U.S., trade, negotiations",Mexico's foreign and economy ministers will meet with top U.S. officials in Washington as part of ongoing efforts to renegotiate the NAFTA trade agreement with the United States and Canada.
