Date,Original Headline,Generated Headline,Keywords,Generated Summary
20150428,Gold jumps to session highs after U.S. consumer confidence data,Gold Prices Climb as U.S. Consumer Confidence Falls and Dollar Weakens,"gold, consumer confidence, Federal Reserve, dollar index, copper","Gold and silver prices rose sharply after U.S. consumer confidence unexpectedly declined in April, raising concerns about economic strength and fueling speculation that the Federal Reserve may delay interest rate hikes. The dollar weakened while copper prices edged higher on hopes for Chinese stimulus."
20150428,"Gold reaches a three-week high, ahead of Fed announcement on Wednesday",Gold Hits Three-Week High as Weaker Dollar and Fed Meeting Drive Gains,"gold futures, Federal Reserve, interest rates, consumer confidence, US dollar","Gold prices climbed to a three-week high as a weaker dollar and falling consumer confidence shifted investor focus to the upcoming Federal Reserve meeting, where hints on future interest rate hikes are expected. Silver and copper prices also rose, while the Fed is anticipated to keep rates unchanged for now."
20150428,Natural gas futures bounce off 3-year low on bargain buying,US Natural Gas Prices Rebound Slightly After Hitting Three-Year Low,"natural gas, prices, storage, demand, futures","US natural gas prices rose modestly after reaching a three-year low, as investors sought value amid weak spring demand and rising storage levels, with the next EIA report expected to show a significant inventory build."
20150428,"NYMEX crude weaker in early Asia after API crude build, gasoline drop",Oil Prices Dip Amid Yemen Tensions and Rising US Crude Inventories,"crude oil, Yemen, Iran, Saudi Arabia, inventories","Crude oil prices fell as investors monitored escalating tensions in Yemen and a rise in US crude inventories, with additional focus on maritime incidents involving Iran and ongoing Saudi airstrikes impacting regional stability."
20150428,Talks on EU-U.S. trade deal to stretch into 2016: EU says,EU-US Trade Talks to Extend Into 2016 as Negotiations Enter Tougher Phase,"TTIP, trade talks, EU-US, investor protection, ISDS","EU and US negotiations on the Transatlantic Trade and Investment Partnership will continue into 2016 as talks become more challenging, with key issues like investor protection still unresolved and public opposition persisting."
20150428,U.S. oil futures reverse losses ahead of API supply report,WTI Oil Prices Edge Higher as Traders Await US Inventory Data and Fed Meeting,"crude oil, inventories, rig count, Federal Reserve, Greece debt","WTI oil futures rose slightly as traders anticipated US inventory reports and the outcome of the Federal Reserve meeting, while Brent prices slipped and optimism grew over Greece’s debt negotiations."
20150428,"Wheat, corn futures fall to multi-month lows on U.S. planting progress",U.S. Wheat and Corn Prices Hit Seven-Month Lows as Midwest Planting Accelerates,"wheat, corn, USDA, planting, futures","U.S. wheat and corn futures dropped to their lowest levels in nearly seven months after USDA data showed rapid planting progress in the Midwest, while soybean prices edged higher amid strong South American supply prospects."
20150428,WTI oil futures down 1% ahead of U.S. supply data,Oil Prices Fall as Traders Await U.S. Inventory Data and Fed Meeting,"crude oil, inventories, shale production, Federal Reserve, Greece debt","Oil prices declined as investors awaited U.S. inventory reports and the Federal Reserve's policy meeting, while hopes rose for progress in Greece's debt negotiations following a government reshuffle. Both WTI and Brent futures have gained over 15% in April despite ongoing concerns about oversupply and global economic uncertainty."
20150429,"Copper moves lower ahead of U.S. GDP data, Fed outcome",Copper Prices Dip as Investors Await Fed Decision and Key U.S. Economic Data,"Copper, Federal Reserve, China stimulus, U.S. economy, Dollar index","Copper prices fell for the first time in four sessions as investors awaited U.S. economic data and the Federal Reserve's policy announcement, while hopes for further Chinese stimulus continued to support the market. The U.S. dollar remained volatile amid weak consumer confidence, and gold and silver prices also declined."
20150429,Corn futures trade near 6-month low on U.S. planting progress,US Corn Futures Hover Near Six-Month Lows as Planting Accelerates in Midwest,"corn, wheat, soybeans, USDA, planting","U.S. corn futures remained near six-month lows as rapid planting progress was reported in the Midwest, while wheat and soybean prices saw mixed movements amid favorable crop conditions and strong South American competition. The USDA reported significant year-over-year increases in planting for corn and wheat, but soybean planting lagged behind historical averages."
20150429,"Gold falls as investors wait for U.S. GDP report, Fed statement",Gold Prices Slip as Investors Await Fed Decision and Key U.S. Economic Data,"gold, Federal Reserve, U.S. dollar, economic data, copper","Gold and silver prices dipped as investors awaited U.S. economic data and the Federal Reserve's policy announcement, while a weaker dollar and disappointing consumer confidence fueled speculation of delayed rate hikes; copper prices remained supported by expectations of further Chinese stimulus."
20150429,"Gold futures off the lows after U.S. GDP disappoints, Fed ahead",Gold Prices Steady as Weak U.S. GDP Data Fuels Economic Concerns,"gold, GDP, U.S. economy, interest rates, copper","Gold prices stabilized after weaker-than-expected U.S. GDP growth raised concerns about economic strength and potential delays in Fed rate hikes, while copper remained supported by expectations of further Chinese stimulus."
20150429,Gold prices dip in Asia despite Fed vagueness on rate hike timing,Gold Prices Slip as Fed Signals Uncertainty on Rate Hike Timing,"gold, Federal Reserve, interest rates, GDP, dollar","Gold prices fell as the Federal Reserve kept rates unchanged and gave little clarity on when a rate hike might occur, while weak U.S. GDP data and a stronger dollar weighed on the market."
20150429,"Gold slides below $1,210, ahead of Fed rate statement",Gold Slips as Weak US GDP Data Weighs on Dollar Ahead of Fed Rate Decision,"gold, GDP, Federal Reserve, dollar, interest rates","Gold futures dipped after disappointing US GDP growth and a falling dollar, as investors awaited the Federal Reserve's rate statement, with expectations for a delayed interest rate hike. Silver and copper prices saw slight gains."
20150429,Natural gas futures rise with all eyes on weekly storage data,US Natural Gas Prices Climb Ahead of Storage Data Release,"natural gas, prices, storage, demand, futures","US natural gas prices rose for a second day as traders awaited new inventory data, with storage levels significantly higher than last year but still below the five-year average; prices remain down nearly 6% in April amid expectations of weaker spring demand."
20150429,NYMEX crude falls in early Asia as investors look for demand cues,Oil Prices Dip as Investors Await Demand Signals and Central Bank Moves,"crude oil, inventories, Federal Reserve, demand, Saudi Arabia","Crude oil prices dipped in early Asian trading as investors awaited stronger demand signals and central banks maintained cautious policies, while U.S. crude inventories rose less than expected and geopolitical tensions in Saudi Arabia added uncertainty. Brent crude gained, and U.S. output appeared to level off amid record storage levels."
20150429,"WTI crude reaches highest level since December, amid lower buildup",Crude Oil Prices Surge to Five-Month High on Smaller Inventory Build and Fed Rate Uncertainty,"crude oil, inventories, Federal Reserve, WTI, Saudi Arabia","Crude oil prices climbed to their highest level since December after U.S. inventory increases came in below expectations and the Federal Reserve signaled a delay in interest rate hikes, while geopolitical tensions in Saudi Arabia added to market volatility. The U.S. Dollar Index fell on weak GDP data, and Brent crude also posted strong monthly gains."
20150429,WTI oil futures extend gains after weekly U.S. supply data,Oil Prices Climb as U.S. Crude Inventories Rise Less Than Expected and Rig Count Falls,"oil futures, crude inventories, shale production, rig count, economic growth","U.S. oil futures rose after crude inventories increased less than forecast and drilling activity continued to decline, while economic growth slowed sharply in the first quarter. Brent prices also gained, narrowing the spread with WTI, as investors watched for signs of a market bottom."
20150429,WTI oil futures retreat ahead of U.S. weekly supply report,Oil Prices Fall as U.S. Crude Inventories Surge and Investors Await Fed Decision,"crude oil, inventories, Federal Reserve, oil prices, economic data","WTI and Brent oil prices declined amid higher-than-expected U.S. crude inventory builds and investor anticipation of key economic data and the Federal Reserve's policy meeting, with rig counts continuing to fall and the dollar weakening."
20150430,Bird flu 'probable' in Iowa chicken broiler breeding farm,"Iowa Chicken Breeding Farm Reports Suspected Bird Flu Outbreak, Raising Supply Chain Concerns","bird flu, Iowa, broiler breeding, poultry industry, H5N2","An Iowa broiler breeding farm has reported a probable case of highly pathogenic H5 bird flu, marking the first such outbreak at a facility with tight biosecurity and raising concerns about potential impacts on the U.S. poultry supply chain. Further testing is underway to confirm the infection, while industry officials await results."
20150430,Copper rallies to 5-week high on broadly weaker U.S. dollar,Copper Prices Surge to Five-Week High as Dollar Weakens and Fed Holds Rates,"copper, Federal Reserve, U.S. dollar, China stimulus, commodities","Copper prices climbed to their highest level in five weeks as the U.S. dollar weakened following the Federal Reserve's decision to keep interest rates unchanged, while speculation about further Chinese stimulus also supported the market. Investors are now watching for additional economic data to gauge the timing of future rate hikes."
20150430,"Crude ends April up 25%, as OPEC supply level reaches two-year high",Oil Prices Surge as OPEC Output Hits Two-Year High and U.S. Inventory Growth Slows,"OPEC, crude oil, inventory, WTI, Brent","Crude oil prices climbed to multi-month highs as OPEC production reached its highest level since 2012 and U.S. inventory growth came in below expectations, easing oversupply concerns."
20150430,Crude oil futures trade near 5-month highs on U.S. supply outlook,WTI Oil Nears Five-Month High as Cushing Stockpiles Fall and Rig Count Drops,"crude oil, WTI, Cushing, rig count, Federal Reserve","WTI oil prices climbed to a five-month high after Cushing stockpiles fell for the first time in nearly six months and U.S. rig counts continued to decline, while the Federal Reserve kept interest rates unchanged amid slower economic growth."
20150430,Crude oil futures trim gains as U.S. dollar regains ground,Crude Oil Futures Pare Gains as Strong U.S. Data Lifts Dollar and Fuels Fed Rate Hike Speculation,"crude oil, U.S. dollar, jobless claims, Fed rate hike, oil inventories","Crude oil futures trimmed earlier gains as the U.S. dollar strengthened following positive jobless claims and manufacturing data, raising speculation about an earlier Federal Reserve rate hike; meanwhile, oil inventories and rig counts continue to influence market sentiment."
20150430,Gold edges lower amid uncertainty over Fed rate hike,"Gold Prices Slip as Fed Holds Rates Steady, Uncertainty Over Hike Timing Persists","gold, Federal Reserve, interest rates, U.S. economy, metals","Gold and silver prices fell after the Federal Reserve kept interest rates unchanged and gave no clear signal on when a rate hike might occur, while weak U.S. economic data fueled speculation of a delayed increase. Copper prices remained steady amid expectations of further stimulus in China."
20150430,Gold gains in Asia as investors see continued easy monetary policies,Gold Prices Edge Higher Amid Mixed Global Economic Data and Fed Rate Uncertainty,"gold, Federal Reserve, manufacturing data, interest rates, Japan","Gold prices rose slightly in Asia despite mixed economic data and ongoing speculation about U.S. interest rate hikes, while other metals saw minor changes and global markets reacted to key manufacturing and employment figures. The Federal Reserve signaled a data-driven approach to future rate increases, contributing to market volatility."
20150430,"Gold plunges more than $30 an ounce, amid strong U.S. jobs data","Gold Prices Tumble Below $1,200 as Strong U.S. Data Fuels Fed Rate Hike Speculation","gold, Federal Reserve, interest rates, U.S. economy, commodities","Gold prices fell over $30 to below $1,200 an ounce after strong U.S. economic data increased expectations of a Federal Reserve interest rate hike, reversing earlier gains and highlighting market volatility. Silver also dropped sharply, while copper prices rose."
20150430,"Gold tumbles to $1,190 after upbeat U.S. jobless claims report","Gold Drops Below $1,200 as Strong U.S. Jobs Data Fuels Rate Hike Speculation","gold, unemployment, Federal Reserve, interest rates, metals","Gold prices fell below $1,200 after U.S. jobless claims hit a 15-year low, boosting expectations of a Federal Reserve rate hike, while silver and copper also saw notable moves amid mixed economic data."
20150430,Natural gas futures reverse losses after bullish storage data,Natural Gas Futures Surge After U.S. Storage Rise Falls Short of Expectations,"natural gas, futures, storage, EIA, prices","U.S. natural gas futures climbed after government data showed storage levels rose less than expected last week, signaling tighter supply and boosting prices. Warmer spring temperatures and the end of the heating season continue to weigh on overall demand."
20150430,NYMEX crude down slightly despite uptick in China official PMI,Oil Prices Edge Lower as OPEC Output Hits Two-Year High and U.S. Inventories Remain Elevated,"crude oil, OPEC, inventories, manufacturing, prices","Oil prices held steady in early Asia as OPEC supply reached a two-year high and U.S. inventories remained elevated, despite a slight uptick in China's manufacturing data and mixed economic signals from Japan. Investors are now watching for the latest U.S. rig count after a 20-week decline."
20150430,"U.S. wheat, corn futures move further off multi-month lows",U.S. Wheat and Corn Futures Rebound as Investors Seek Bargains After Recent Lows,"wheat, corn, futures, planting, USDA","U.S. wheat and corn futures rose as investors bought at low prices following recent declines, with USDA data showing rapid planting progress and improved crop conditions; soybean prices also edged higher amid strong demand and South American competition."
20150501,"Crude moves slightly lower amid U.S. rig decrease, Iraqi export surge",Oil Prices Dip as Iraq Exports Surge and U.S. Rig Count Hits Multi-Year Low,"crude oil, Iraq exports, rig count, OPEC, Aramco","Crude oil futures fell as traders weighed record-high Iraqi exports and a continued decline in U.S. rig counts, while both WTI and Brent benchmarks posted strong monthly gains amid easing oversupply concerns. Saudi Aramco also saw leadership changes as part of a broader restructuring effort."
20150501,Gold continues slump in thinly traded session on May Day holiday,Gold Prices Extend Losses Amid Volatile Trading and Stronger U.S. Economic Data,"gold futures, Federal Reserve, U.S. dollar, economic data, market closures","Gold futures fell for a third straight day, dropping nearly 3.75% from Tuesday's high as strong U.S. economic data and a rising dollar pressured prices during a volatile, holiday-shortened trading week. The Federal Reserve gave few clues on interest rate timing, while most Asian and European markets were closed for May Day."
20150501,"Saudi Arabia to restructure Aramco, separates it from oil ministry: Arabiya TV","Saudi Arabia Approves Major Restructuring of Aramco, Separating It from Oil Ministry","Aramco, restructuring, Saudi Arabia, oil ministry, Supreme Economic Council","Saudi Arabia's Supreme Economic Council has approved a plan to restructure state oil giant Aramco, separating it from the oil ministry and aligning with Deputy Crown Prince Mohammed bin Salman's vision, as part of a broader government reshuffle."
20150503,Copper prices slump on disappointing HSBC China PMI reading for April,Copper Prices Fall on Weak China Manufacturing Data; Gold and Silver Edge Higher Amid U.S. Economic Uncertainty,"copper, China, manufacturing, gold, U.S. economy","Copper prices dropped after disappointing Chinese manufacturing data, while gold and silver rose as investors weighed U.S. economic signals and upcoming jobs data. Markets in Japan and the U.K. were closed for holidays, and attention is turning to key economic reports later in the week."
20150503,Copper prices weaker in early Asia ahead of April HSBC China PMI,Copper Prices Dip Ahead of Key China Manufacturing Data; Gold Steady,"copper, gold, China, manufacturing, U.S. economy","Copper prices fell in early Asian trading ahead of China's manufacturing survey, while gold remained steady and investors awaited key economic data from Australia, the U.S., and Europe. Markets in Japan and the U.K. were closed for holidays, and attention is focused on upcoming U.S. nonfarm payrolls and factory orders."
20150503,Crude oil futures - weekly outlook: May 4 - 8,Oil Prices Hit 2015 Highs Before Pullback as Investors Lock in Gains,"crude oil, rig count, inventories, U.S. economy, Federal Reserve","Crude oil futures reached their highest levels since December before retreating as investors took profits, with U.S. oil prices up 3.5% for the week amid falling rig counts and signs of stabilizing economic data. Market attention now turns to upcoming U.S. economic reports and the Federal Reserve's outlook on growth and interest rates."
20150503,Gold / Silver / Copper futures - weekly outlook: May 4 - 8,Gold Hits Six-Week Low as Dollar Strengthens and Fed Rate Hike Speculation Grows,"gold, dollar, Federal Reserve, copper, economic data","Gold prices fell to a six-week low amid a stronger dollar and speculation over a potential Federal Reserve rate hike, while copper rallied on hopes for further Chinese stimulus; investors are now watching upcoming U.S. economic reports for further direction."
20150503,Grain futures - weekly outlook: May 4 - 8,US Corn and Wheat Prices Hit Multi-Month Lows as Rapid Planting Progress and Favorable Weather Boost Crop Outlook,"corn, wheat, planting progress, USDA, soybeans","U.S. corn and wheat futures fell to multi-month lows amid rapid planting progress and favorable weather, while soybeans also declined due to strong South American supply prospects. Market attention now turns to upcoming USDA crop and export data."
20150503,Natural gas futures - weekly outlook: May 4 - 8,Natural Gas Futures Hit Five-Week High on Warmer U.S. Weather Forecasts,"natural gas, futures, weather, storage, demand","Natural gas futures climbed to a five-week high as forecasts for warmer weather boosted demand expectations, while U.S. storage levels rose less than anticipated but remain well above last year's levels. Crude oil and heating oil prices also increased for the week."
20150503,NYMEX crude down in early Asia with April HSBC China PMI ahead,Crude Oil Slips in Asia as Markets Await Key China Manufacturing Data and U.S. Economic Reports,"crude oil, China manufacturing, U.S. inventories, rig count, Brent futures","Crude oil prices dipped in early Asian trading amid thin holiday markets and anticipation of key manufacturing data from China, while U.S. oil inventories hit record highs despite falling drilling activity. Investors are also watching upcoming U.S. economic reports for further market direction."
20150503,NYMEX crude falls in Asia as HSBC China April PMI comes in weak,Oil Prices Weaken in Asia as China Manufacturing Disappoints and U.S. Inventories Remain High,"crude oil, China manufacturing, U.S. inventories, rig count, Brent futures","Crude oil prices slipped in Asia after weak Chinese manufacturing data and persistent high U.S. inventories, despite recent gains driven by falling U.S. rig counts and expectations of lower shale production. Investors are watching upcoming U.S. economic reports for further market direction."
20150504,Copper falls from 5-month high after dismal China PMI data,Copper Prices Retreat as China Factory Slump Raises Economic Concerns,"copper, China, manufacturing, stimulus, U.S. dollar","Copper prices fell after weak Chinese manufacturing data heightened concerns about the country's economic slowdown, while investors anticipate further stimulus measures from Beijing and monitor U.S. economic signals. Gold and silver prices rose, and the U.S. dollar regained strength ahead of key U.S. jobs data."
20150504,Crude oil holds near 5-month highs after weak China factory data,Crude Oil Prices Hold Near Five-Month Highs as China Factory Slump Spurs Stimulus Hopes,"crude oil, China, manufacturing, rig count, U.S. dollar","Crude oil prices remained near five-month highs as weak Chinese manufacturing data increased expectations for economic stimulus, while falling U.S. rig counts and supply declines at Cushing supported the market. Investors are also watching U.S. economic indicators and the dollar for further direction."
20150504,"Crude retreats from yearly highs, as Iran, Cushing remain in focus","Oil Prices Dip as Investors Take Profits After Rally; Cushing Stockpiles Fall, Iran Exports Loom","crude oil, Cushing, Iran, fracking, oil prices","Crude oil futures slipped after nearing six-month highs as investors took profits and Cushing stockpiles declined, while potential increases in Iranian exports and criticism of fracking stocks added to market volatility."
20150504,"Gold bounces off 6-week low with U.S. dollar, data in focus",Gold Rebounds from Six-Week Low as Investors Eye U.S. Economic Data and Fed Rate Outlook,"gold prices, Federal Reserve, U.S. dollar, nonfarm payrolls, China manufacturing","Gold prices rose after hitting a six-week low as investors sought bargains and monitored U.S. economic data and Fed rate hike speculation, while weak Chinese manufacturing data weighed on copper. The market is focused on upcoming U.S. nonfarm payrolls for further direction."
20150504,"Gold ends three-day slump, amid stronger dollar and U.S. factory orders",Gold Futures Rebound as U.S. Factory Orders Surge and Fed Rate Hike Uncertainty Persists,"gold futures, factory orders, Federal Reserve, interest rates, China","Gold futures rose after a recent slump, supported by strong U.S. factory orders and ongoing uncertainty over the Federal Reserve's interest rate hike timing, while China reported a sharp drop in factory activity."
20150504,Gold futures rise more than 1% as dollar gives back gains,Gold Prices Rebound as Dollar Weakens and Fed Rate Hike Timing Remains Uncertain,"gold, Federal Reserve, interest rates, U.S. dollar, China","Gold and silver prices rose on Monday as traders watched the U.S. dollar and speculated on the timing of a Federal Reserve rate hike, while copper prices slipped amid weak Chinese manufacturing data and expectations of further stimulus. Investors are closely monitoring upcoming U.S. nonfarm payrolls data for clues on economic recovery and Fed policy."
20150504,"Gold prices gain in Asia in holiday-thinned trade, RBA decision due",Gold Prices Steady in Asia Amid Holiday Lull and RBA Rate Decision Awaited,"gold prices, RBA, factory orders, holiday trading, US economy","Gold prices remained stable in thin Asian trading due to Japanese holidays, while investors awaited the RBA's expected rate cut and digested stronger-than-expected US factory orders data. Copper and silver saw minor moves, and US economic forecasts remained subdued."
20150504,Natural gas futures drop from 5-week high on mild weather outlook,US Natural Gas Prices Dip as Mild Weather Forecasts Weaken Demand,"natural gas, prices, weather, storage, demand","US natural gas prices fell after reaching a five-week high, as forecasts for mild weather reduced near-term demand expectations and storage levels remained above last year's figures. The Energy Information Administration's upcoming report is expected to show a storage build in line with seasonal averages."
20150504,NYMEX crude mostly steady with API data later in the day eyed,Oil Prices Steady as Investors Await US Stockpile Data and Monitor Iranian Export Prospects,"crude oil, stockpiles, Iran, Cushing, prices","Crude oil prices remained stable in early Asian trading as investors awaited key US inventory data and monitored developments in Iranian oil exports, while Japanese markets were closed for a holiday. Recent declines in US stockpiles and potential increases in Iranian exports continue to influence market sentiment."
20150504,Oil futures fall from 5-month highs on profit-taking,Oil Prices Retreat After Hitting Five-Month Highs as Investors Lock in Gains,"crude oil, Brent, shale production, rig count, China","Crude oil prices fell after reaching multi-month highs as investors took profits, with U.S. shale production and rig counts declining and concerns rising over weaker Chinese manufacturing data. The market is also watching U.S. economic signals and upcoming jobs data for further direction."
20150504,Oil slips after hitting 2015 high above $67,Oil Prices Dip from 2015 Highs as Ample Supply and Weak Chinese Data Weigh on Market,"oil prices, supply, China, OPEC, production","Oil prices eased after reaching 2015 highs, as continued strong supply and weak Chinese factory data offset expectations of a tighter market later in the year. Despite a drop in U.S. drilling rigs, global production remains high, keeping pressure on prices."
20150504,U.S. corn hits 6-month low ahead of USDA planting progress report,US Corn and Wheat Futures Fall on Rapid Planting Progress and Favorable Weather,"corn, wheat, soybeans, planting, USDA","US corn and wheat futures declined as rapid planting progress and favorable weather conditions boosted crop outlooks, while soybean prices edged higher despite pressure from strong South American supply prospects. The USDA reported significant year-over-year improvements in planting rates and crop conditions for both corn and wheat."
20150505,"Copper declines on stronger dollar, China growth woes",Copper Prices Fall for Second Day Amid Stronger Dollar and China Slowdown Concerns,"copper prices, US dollar, China slowdown, manufacturing data, stimulus measures","Copper prices declined for a second consecutive session as a stronger U.S. dollar and weak Chinese manufacturing data raised concerns about demand, prompting expectations of further stimulus from Beijing. Gold edged higher while silver slipped, and investors awaited key U.S. economic reports for further direction."
20150505,"Crude surges to highest level in 2015 amid Libyan shutdown, Iran debate",Crude Oil Prices Hit 2015 Highs Amid Middle East and North Africa Tensions,"crude oil, Libya, Iran, Brent, inventory","Crude oil prices surged to their highest levels of 2015 due to supply disruptions in Libya and ongoing geopolitical tensions, while traders watched for potential increases in Iranian exports and awaited U.S. inventory data. The spread between Brent and WTI narrowed as both benchmarks reached multi-month highs."
20150505,Exclusive: U.S. boosts bird flu emergency funds as Hormel cuts jobs,US Approves $330 Million in Emergency Aid as Bird Flu Outbreak Devastates Poultry Industry,"avian influenza, emergency funds, poultry industry, job losses, USDA","The US government has approved an additional $330 million in emergency funds to combat the worst avian influenza outbreak in US history, which has affected 24 million birds and led to job losses and economic strain in the poultry sector. The outbreak, impacting 14 states and causing layoffs at companies like Jennie-O Turkey Store, is expected to continue spreading, though it poses little risk to human health."
20150505,"Gold continues rally amid weaker dollar, widening of U.S. trade deficit",Gold Futures Edge Higher as Weaker Dollar and Surging U.S. Trade Deficit Boost Demand,"gold futures, trade deficit, U.S. dollar, economic data, commodities","Gold futures rose as the U.S. dollar weakened following a sharp increase in the U.S. trade deficit, with economic data and global demand also influencing commodity prices. Silver and copper prices also gained amid market volatility and strong demand."
20150505,"Gold edges higher but remains below $1,200 in subdued trade","Gold Prices Hold Steady Below $1,200 as Investors Await U.S. Jobs Data","gold, Federal Reserve, interest rates, U.S. economy, copper","Gold prices remained just below $1,200 as investors awaited the U.S. nonfarm payrolls report for clues on interest rate timing, while copper prices were pressured by weak Chinese manufacturing data and expectations of further stimulus."
20150505,"Gold futures re-approach $1,200 after mixed bag of U.S. data","Gold Nears $1,200 as Mixed U.S. Data and China Slowdown Influence Metals Markets","gold, U.S. dollar, trade deficit, China, metals","Gold prices climbed toward $1,200 amid mixed U.S. economic data and a weaker dollar, while concerns over China's slowing manufacturing and expectations of further stimulus impacted copper prices. Investors are watching upcoming U.S. jobs data for clues on Federal Reserve interest rate moves."
20150505,"Gold, copper tick higher after HSBC China services index shows pickup",Gold and Copper Prices Edge Higher in Asia as China Services Activity Improves,"gold, copper, China PMI, US trade deficit, commodities","Gold and copper prices rose in Asia following improved Chinese services data, while a widening US trade deficit and a weaker dollar also influenced commodity markets. Japanese markets remained closed for Constitution Day, and US economic concerns persisted amid sluggish GDP growth."
20150505,Natural gas futures trade near 6-week high on warm weather outlook,US Natural Gas Prices Dip Slightly but Remain Near Six-Week High on Warmer Weather Forecasts,"natural gas, prices, weather, storage, futures","US natural gas prices slipped 0.51% but stayed close to a six-week high, supported by forecasts for warmer weather and increased cooling demand, while storage levels remain above last year's but below the five-year average."
20150505,NYMEX oil higher in Asia as partial API data shows crude stocks drop,Oil Prices Rise as US Stockpiles Drop and Geopolitical Tensions Disrupt Libyan Output,"crude oil, US inventories, Libya, Iran, oil prices","Crude oil prices climbed after US stockpiles fell and geopolitical tensions disrupted Libyan production, while traders awaited further inventory data and monitored developments in Iran and the Middle East. Both WTI and Brent crude reached their highest levels of 2015 amid ongoing supply concerns and market uncertainty."
20150505,U.S. corn hits fresh 6-month low on U.S. planting progress,US Corn Futures Hit Six-Month Low as Rapid Midwest Planting Boosts Supply Outlook,"corn futures, USDA, planting progress, wheat, soybeans","U.S. corn futures fell to their lowest level in over six months as USDA data showed rapid planting progress in the Midwest, while wheat and soybean prices also declined amid favorable weather and increased planting rates. The USDA reported significant year-over-year gains in planting for all three crops, signaling strong supply prospects."
20150505,WTI oil futures inch lower ahead of U.S. supply data,Oil Prices Edge Lower as Investors Await U.S. Inventory Data and Economic Reports,"crude oil, inventories, rig count, Brent, U.S. economy","Oil futures dipped slightly as traders awaited new U.S. inventory data and economic reports, with WTI and Brent prices holding steady after recent gains; U.S. crude stockpiles remain at record highs despite a continued drop in drilling activity."
20150505,WTI oil races above $60 a barrel ahead of U.S. API supply report,WTI Oil Surges Above $60 as Traders Eye U.S. Inventory Data,"crude oil, inventories, rig count, Brent, U.S. dollar","WTI crude oil futures climbed above $60 for the first time since December amid expectations of peaking U.S. shale production and falling rig counts, while traders awaited key inventory reports and the U.S. dollar weakened following a widening trade deficit."
20150506,Copper declines after hitting 7-month high on China stimulus hopes,Copper Prices Edge Lower After Hitting 2024 High on Hopes of Chinese Stimulus,"copper, China, stimulus, U.S. dollar, interest rates","Copper prices dipped slightly after reaching their highest level since November, as investors weighed expectations of further Chinese economic stimulus and monitored U.S. economic data for clues on Federal Reserve interest rate policy."
20150506,"Crude soars to five-month high, as stockpiles fall for first time in '15",Crude Oil Prices Hit Five-Month Highs on Supply Drop Before Retreating,"crude oil, inventories, WTI, Brent, rig count","Crude oil futures surged to five-month highs after a surprise drop in U.S. inventories, but later retreated as investors took profits; the decline in stockpiles eased concerns about storage capacity and reflected reduced shale production."
20150506,"Gold ends two-day rally, amid soft U.S. private payrolls",Gold Futures Slip as Weak U.S. Jobs Data Raises Uncertainty Ahead of Key Payroll Report,"gold futures, U.S. jobs, Federal Reserve, interest rates, ADP report","Gold futures declined after disappointing U.S. private payroll data heightened uncertainty over Friday's nonfarm payroll report, with traders cautious ahead of potential Fed interest rate decisions. The U.S. dollar also weakened, while Fed Chair Janet Yellen warned of high stock valuations but downplayed bubble concerns."
20150506,"Gold futures erase losses, turns flat after ADP miss",Gold Prices Steady as Weak U.S. Jobs Data Weighs on Dollar,"gold, U.S. jobs, dollar, interest rates, commodities","Gold prices stabilized after weaker-than-expected U.S. private employment data raised concerns about the labor market and pressured the dollar, while investors awaited further signals on Federal Reserve rate hikes. Silver and copper also saw modest moves amid global economic uncertainty."
20150506,"Gold futures trade near $1,200 ahead of ADP jobs report",Gold Prices Edge Higher as Investors Await Key U.S. Economic Data and Fed Signals,"gold, interest rates, U.S. dollar, economic data, commodities","Gold prices rose slightly as investors awaited U.S. jobs data and comments from Fed Chair Janet Yellen for clues on interest rate timing, while the dollar weakened following a larger-than-expected trade deficit and copper prices fluctuated amid Chinese stimulus speculation."
20150506,Gold steady to a tad weaker in Asia as Yellen comments digested,Gold Prices Steady as Investors Await Key US Jobs Data and Fed Rate Hike Signals,"gold, Federal Reserve, jobs report, interest rates, commodities","Gold prices held steady as investors awaited Friday's US jobs report, which could influence the Federal Reserve's timing for a potential interest rate hike, while Fed Chair Janet Yellen expressed concerns about high stock valuations."
20150506,Natural gas trades near 6-week high with all eyes on weekly storage data,US Natural Gas Prices Hover Near Six-Week High Ahead of Inventory Report,"natural gas, prices, storage, demand, weather","US natural gas prices remained close to a six-week high as traders awaited the latest inventory data, with warmer weather expected to boost demand and storage levels still below the five-year average."
20150506,NYMEX crude weaker in Asia on profit taking after overnight surge,Crude Oil Prices Dip in Asia as Investors Take Profits Amid Easing U.S. Stockpiles,"crude oil, inventories, profit-taking, shale production, rig count","Crude oil prices fell in Asia after investors took profits from recent gains, despite U.S. stockpiles posting their first decline this year and production slowing. Analysts are watching rig counts and inventory trends for further supply signals."
20150506,"Oil's bull run hides a deep disconnect, crude traders warn",Oil Futures Rally Masks Weakness in Physical Crude Market as Surplus Grows,"oil futures, physical market, crude surplus, demand, OPEC","Despite a rebound in oil futures prices, the physical crude market is struggling with oversupply and weak demand, particularly in Europe and West Africa, raising concerns of a potential price correction similar to 2014. Analysts warn that unless supply is cut or demand rises, the disconnect between futures and physical markets could lead to another downturn."
