Date,Original Headline,Keywords,Keyword-Constrained Headline,Generated Headline,Academic-style Headline,Generated Summary
20150210,NYMEX crude quoted higher in early Asia despite solid API stocks build,"Crude oil prices, U.S. crude stocks, Chinese economic data, Brent oil futures, Greece euro zone negotiations",Crude Oil Prices Climb Amid U.S. Stock Builds and Chinese Data Anticipation,Crude Oil Prices Rise as U.S. Stocks Build and Focus Turns to China and Greece,Assessment of Crude Oil Price Movements in Relation to U.S. Stock Increases and Global Economic Indicators,Crude oil prices rise; U.S. inventory builds and Chinese data in focus amid global economic concerns.
20150210,Oil's losses deepen; WTI crude down more than 3%,"Oil futures, Greece debt, global supply, demand levels, crude stockpiles",Oil Futures Plunge Amid Greek Debt Concerns and Global Supply Worries,Oil Prices Drop Sharply as Global Supply Glut Continues,Impact of Greece Debt Negotiations on Global Oil Prices: An Analysis,Oil prices fall sharply due to Greek debt talks and global supply concerns.
20150210,U.S. corn futures hold near 3-week high before USDA report,"corn futures, crop report, soybeans, wheat, demand concerns",Corn Futures Near Three-Week High as USDA Crop Report Approaches,US Crop Futures Mixed Amid Demand and Supply Concerns,The Fluctuating Dynamics of US Grain Markets: A Closer Examination,"Corn, soybeans, and wheat futures fluctuate amid USDA report expectations and shifting demand concerns."
20150211,Copper futures inch up as Eurogroup meets on Greece,"Copper, Euro Zone, Greece, Bailout, Austerity",Copper Prices Gain as Euro Zone Ministers Discuss Greek Bailout and Austerity,Copper Prices Rise Amid Greece Bailout Talks and Chinese Economic Speculation,Implications of Euro Zone Fiscal Discussions on Commodity Markets: The Case of Copper,Copper prices rise as Greece and Euro Zone finance ministers discuss bailout and austerity measures; expectations of China's monetary easing support the metal.
20150211,"Gold eases in early Asia as Greece remains focus, China demand eyed","Gold prices, Greece bailout, euro zone, Federal Reserve, interest rates",Gold Prices Slip Amid Greece Bailout Concerns and Fed Rate Expectations,Markets React: Greece Bailout Concerns Weigh on Gold and Stocks,Analysis of European Economic Stability Amid Greek Bailout Discussions,"Gold prices eased as focus sharpens on Greece bailout, euro zone stability, and potential Fed rate hikes."
20150211,Gold edges higher ahead of Eurogroup meeting on Greece,"gold prices, Eurogroup meeting, Greece bailout, Federal Reserve, market sentiment",Gold Prices Edge Higher Ahead of Eurogroup Meeting Amid Greece Bailout Concerns,Gold Rises as Investors Eye Eurogroup Talks on Greece's Bailout,Gold Prices Increase as Eurogroup Finance Ministers Discuss Greek Economic Challenges,Gold prices rose as investors await Eurogroup meeting amid Greece bailout concerns and potential Fed rate hike.
20150211,Gold futures inch higher ahead of Greece bailout talks,"Gold, Greece, bailout, interest rates, euro zone",Gold Rises Amid Greece Bailout Talks and Euro Zone Concerns,Greece's Bailout Standoff Drives Gold Prices Slightly Up,Gold Price Movement Analysis Amid Greece's Euro Zone Bailout Discussion,Gold prices slightly increase as Greece discusses bailout amid euro zone uncertainty and interest rate concerns.
20150211,Natural gas soars 6% on hopes for major storage withdrawal,"natural gas, prices, demand, weather, storage",Natural Gas Prices Surge Amid Cold Weather and Rising Demand,Cold Weather Boosts U.S. Natural Gas Demand and Prices Surge,U.S. Natural Gas Prices Increase Due to Anticipated Demand from Cold Weather,"U.S. natural gas prices rise sharply as cold weather boosts demand expectations, though ample supplies temper long-term outlook."
20150211,"NYMEX crude drops in early Asia on ample supplies, slack demand","Crude oil, stockpiles, U.S. inventories, Greece, euro zone",Crude Oil Struggles as U.S. Stockpiles Hit Record High Amid Greece Euro Zone Uncertainty,Oil Prices Dip as U.S. Stockpiles Surge and Euro Zone Concerns Loom,U.S. Crude Oil Stockpiles Reach Record High; Greece's Euro Zone Status Uncertain,Crude oil prices drop due to record U.S. stockpiles and Greece's unstable euro zone position
20150211,Oil futures turn lower in volatile trade; WTI falls below $50,"crude oil, global supply, stockpiles, Greece, demand",Crude Oil Prices Dip Amid Global Supply Glut and Rising Stockpiles,Crude Oil Prices Volatile as Global Supply Concerns Persist,Crude Oil Futures Decline Amid Anticipated Supply Increase,"Crude oil sees price drop due to global supply glut and rising stockpiles, with market focus on Greece's financial stability."
20150211,U.S. wheat futures extend losses after USDA raises supply outlook,"wheat futures, USDA forecast, export demand, global supplies, commodity prices",US Wheat Futures Decline Amid USDA's Forecast of Ample Global Supplies,Declining US Wheat Futures Reflect Increasing Global Supply and Competition,USDA's Revised Wheat Supply Projections Indicate Ample Global Inventories,US wheat futures fall on USDA's forecast of increased global supplies and reduced export demand. Corn and soybean stocks are adjusted due to varied domestic and export factors.
20150211,"WTI oil extends losses after bearish U.S. supply data, down 3.5%","oil futures, U.S. crude inventories, gluts in supplies, Greece bailout talks, global oil supply","U.S. Crude Inventories Surge as Greece Bailout Talks Loom, Oil Prices Plummet",Greece Bailout Talks Intensify Amid Growing Oil Glut,"U.S. Crude Inventories Reach Record High, Impacting Global Oil Supply Dynamics","U.S. oil inventories hit a record high, exacerbating a global supply glut, as Greece plans bailout talks."
20150211,WTI oil futures rise ahead of U.S. supply data,"oil futures, U.S. supply data, crude oil stockpiles, global oil demand, Greece euro zone",U.S. Supply Data and Euro Zone Tensions Stir Oil Futures Amid Rebound,Oil Futures Rebound as Traders Eye U.S. Supply Data and Greece's Euro Zone Tensions,Analysis of U.S. Crude Oil Inventory Influences on Global Market Dynamics,Oil futures rebound while markets await U.S. supply data and Eurogroup finance ministers' meeting amid Greek euro zone concerns.
20150212,Copper futures hit session highs after Ukraine cease-fire deal,"copper prices, cease-fire agreement, Russian President, dollar index, Greece bailout","Copper Prices Surge Amidst Russia-Ukraine Ceasefire, Market Eyes Greece Bailout","Copper Prices Soar as Russia-Ukraine Reaches Ceasefire, Greece Talks Continue",Economic Implications of Russia-Ukraine Ceasefire on Commodity Pricing and Currency Fluctuations,Copper prices rise after Russia-Ukraine ceasefire; Greece bailout talks remain unresolved.
20150212,Gold bounces off 5-week low as Greek debt drama continues,"gold, Greece, European Union, interest rates, monetary easing",Gold Gains as Greece-EU Talks Stall Amid Interest Rate Worries,Greece Crisis and Fed Rate Hike Speculation Shake Gold Market,Greece-EU Funding Talks Collapse: Implications for Gold Market,Gold rebounds amid Fed rate hike fears and Greece-EU funding impasse
20150212,"Gold extends gains after disappointing retail sales, jobless claims","Gold, U.S. retail sales, economic recovery, Federal Reserve, Greece bailout",Gold Gains as Weak U.S. Retail Sales and Federal Reserve Speculation Boost Appeal,Gold Prices Surge Amid Weak U.S. Retail Data and Global Economic Uncertainties,Gold Prices Rise Amid Weak U.S. Retail Sales and Speculation on Federal Reserve Policy,Gold prices rise as weak U.S. retail sales and jobless claims data fuel rally
20150212,Gold prices up in Asia ahead of Chinese New Year holidays,"Gold prices, Chinese New Year, U.S. retail sales, economic recovery, Greece bailout","Gold Prices Climb in Asia Amid Chinese New Year Demand, Weak U.S. Retail Sales",Gold Prices Rise as Chinese New Year Boosts Demand,Gold Prices Increase in Asia as Chinese New Year Approaches,"Gold prices rise in Asia amid Chinese New Year demand, weak U.S. retail sales, and Greece bailout uncertainty"
20150212,Natural gas futures tumble 2% after bearish storage data,"natural gas, U.S. storage, weak demand, price drop, weather impact",U.S. Natural Gas Prices Slip on Smaller-Than-Expected Storage Decline Amid Weak Demand,Natural Gas Prices Decline as U.S. Storage Falls Less Than Anticipated,Analysis of U.S. Natural Gas Market Trends Amid Storage Data and Price Fluctuations,"Natural gas prices fell due to smaller storage decline than expected, highlighting weak demand despite cold weather forecasts."
20150212,NYMEX crude down in early Asia as volatile week nears close,"Crude oil prices, U.S. dollar, cease fire deal, Greece bailout, economic reforms",Crude Oil Prices Dip as Greece Bailout Talks and Ceasefire Deal Shape Markets,Crude Oil Prices Slightly Decline Amidst Volatile Week and International Developments,Fluctuations in Crude Oil Prices Amid Ongoing Economic and Political Negotiations,"Crude oil prices dipped due to market volatility, a weaker U.S. dollar, Ukraine's ceasefire, and unresolved Greece bailout talks."
20150212,Oil futures rebound after 2-day plunge; WTI up more than 2%,"Crude oil, investors, inventories, Greece, market",Crude Oil Rebounds as Investors Eye Cheap Valuations Amid Inventory Surge,Crude Oil Prices Bounce Back After Recent Slump Due to Inventory Surge,Crude Oil Futures Experience Rebound with March Delivery Prices Up,Crude oil prices rebound with March futures up 2.55% as investors seek cheap valuations amid rising inventories and Greece-EU tensions.
20150212,U.S. grain futures edge higher but ample supplies limit gains,"U.S. grain futures, USDA projections, global demand, corn and soybean stocks, wheat export competition",US Grain Futures See Modest Gains Amid Ample Global Supplies and USDA Reports,US grain futures up slightly as USDA forecasts ample global supplies,Analysis of U.S. Farm Commodity Futures and USDA Stock Projections Illustrates Ample Global Supply,U.S. grain futures gain slightly amid USDA reports of ample supply and competition
20150212,WTI oil futures rally 5% in choppy trade as dollar weakens,"Oil Futures Rally, Weaker Dollar, US Retail Sales, Cease-fire Agreement, OPEC  
 ","Oil Futures Surge Amid Weak Dollar, Cease-Fire Hopes Boosting Brent Prices  ",Oil Prices Surge as Dollar Weakens and Russia-Ukraine Cease-Fire Boosts Market  ,Impact of US Dollar Weakness and Geopolitical Developments on Oil Prices: An Analysis  ,Oil prices surge as dollar weakens; cease-fire in Ukraine boosts market sentiment on Thursday.
20150213,Chinese Pork Prices Fell Amid Increased Stock,"pork prices, Chinese New Year, government intervention, domestic production, global impact",Chinese New Year Sees Pork Prices Drop Amid Government Intervention and Increased Domestic Production,Chinese Pork Prices Show Marginal Decline Ahead of Lunar New Year,Variation in Pork Prices in China During Pre-Festive Period Reflects Governmental and Market Dynamics,Pork prices in China have fallen due to government intervention and increased production but are expected to rise post-Chinese New Year.
20150213,Crude oil rallies over 1% as dollar continues to soften,"crude oil, U.S. dollar, retail sales, jobless claims, global supplies","Crude Oil Gains as Weaker Dollar Follows Poor U.S. Retail Sales, Jobless Report",Oil Prices Surge Above $52 Amid Global Market Shifts and U.S. Dollar Weakness,Crude Oil Prices Increase Despite Poor U.S. Economic Indicators,Oil futures rise over 1% as the dollar weakens post-disappointing U.S. retail and jobless data.
20150213,"Gold gains ground on weaker dollar, eyes on U.S. data","Gold prices, U.S. economic reports, retail sales, jobless claims, Greece bailout",Gold Prices Rally Amid Weak U.S. Data and Greece Bailout Concerns,Gold Gains as U.S. Dollar Falters on Weak Economic Data,Analysis of Rising Gold Prices and the Impact of U.S. Retail and Jobless Data,Gold prices rise as weak U.S. economic data weighs on dollar; Greece bailout concerns persist
20150213,What The Cocoa Crisis Means For Your Valentine's Day,"cocoa prices, chocolate demand, West Africa production, Valentine’s Day, Ebola impact",Valentine's Day Chocolate Prices Surge Amid Rising Cocoa Demand and Supply Concerns,Valentine's Day Chocolates See Price Hike Due to Global Cocoa Supply Struggles,Economic Analysis of Valentine’s Day Chocolate Inflation Due to Cocoa Market Dynamics,"Cocoa prices surged due to rising demand and supply issues, impacting chocolate costs globally, but prices might drop as West African production stabilizes."
20150215,Crude oil futures - weekly outlook: February 16 - 20,"Oil Prices, Production Cuts, U.S. Dollar, Brent Crude, Consumer Sentiment",Oil Prices Rise as Production Cuts Speculation and Dollar Weakness Restore Confidence,Oil Prices Surge Amid Production Cuts and Dollar Weakness,Analysis of Recent Oil Price Trends and Economic Indicators: Implications for the Global Market,"Crude oil prices rise on speculation of production cuts, weakening U.S. dollar, and positive European economic data despite ongoing supply glut."
20150215,Gold / Silver / Copper futures - weekly outlook: February 16 - 20,"gold prices, U.S. dollar, Greece debt talks, consumer sentiment, Federal Reserve",Gold Gains Amid Dollar Weakness and Greek Debt Uncertainty,Gold Inches Higher as Dollar Dips; Greek Talks in Focus,Gold Price Rises in Response to Weaker U.S. Dollar and Greek Debt Concerns,"Gold rose as the U.S. dollar weakened and uncertainty over Greek debt grew, despite ongoing Federal Reserve interest rate expectations."
20150215,"Gold prices dip in early Asia with Greece talks in focus, U.S. shut","gold prices, U.S. markets, Greece talks, consumer sentiment, Federal Reserve",Gold Prices Slide Amid Greek Debt Talks and U.S. Market Holiday,Market Developments: Greek Debt Talks Affect Gold Prices,The Impact of U.S. Consumer Sentiment on Global Commodity Prices,Gold prices slightly dip with Greece talks in focus and U.S. markets closed for holiday.
20150215,Grain futures - weekly outlook: February 16 - 20,"U.S. soybeans, demand, USDA, wheat rally, export",U.S. Soybeans Surge on Strong Demand as Wheat Rallies,Soybean Futures Rise Amid Strong Demand and Wheat Rally,U.S. Soybean and Wheat Markets See Gains Amid Varying Global Supply Dynamics,U.S. soybean futures rise on strong demand; wheat and corn also see gains amid changing U.S. and global supply-demand forecasts.
20150215,Natural gas futures - weekly outlook: February 16 - 20,"natural gas, futures rally, demand, cooler weather, storage",U.S. Natural Gas Futures Rally on Cooler Weather and Increased Demand,Natural Gas Prices Surge in Response to Cold Weather Forecast,Analysis of Price Movements in U.S. Natural Gas Futures: The Role of Weather Forecasts,U.S. natural gas futures rise 3% due to cooler weather and increased heating demand.
20150215,NYMEX crude gains in early Asia as shaky cease fire in Ukraine holds,"Crude oil, cease fire, Ukraine, production cuts, U.S. dollar",Crude Oil Prices Rise on Shaky Ukraine Ceasefire and Production Cuts,Crude Oil Prices Surge Amid Ukraine Ceasefire and Weakening Dollar,Fluctuations in Crude Oil Prices: Analyzing Global Economic and Political Influences,"Oil prices rise as investors react to Ukraine ceasefire, U.S. production cuts, and a weaker dollar."
20150216,Copper futures decline with Greek debt talks in focus,"Copper, Greece, bailout, euro zone, markets","Copper Prices Drop Amid Greece and EU Bailout Talks, Euro Zone Tensions",Markets React as Greece's Bailout Negotiations Stir Euro Zone Concerns,Impact of Ongoing Greece-EU Bailout Discussions on International Copper Markets,Copper prices fall as Greece's bailout talks in Brussels stir euro zone fears; markets wary of stalled agreement
20150216,Crude oil futures fluctuate in holiday-thinned trade,"Oil futures, U.S. market closure, Brent prices, Greece debt talks, Japan economy",Oil Futures Volatile as U.S. Markets Close; Brent Prices Climb Amid Greece Talks,Oil Futures See Volatility as Brent Prices Climb; Greece Set for Debt Talks,Oil and Economic Updates Amid U.S. Market Closure and Global Economic Developments,Oil futures see price swings amid U.S. market closure; Greece debt talks and fragility in Japan's economy also in focus
20150216,Gold edges higher ahead of Greece debt negotiations,"Gold, Eurogroup, Greece, U.S. dollar, interest rates",Gold Gains Amid Eurogroup Meeting and Dollar Weakness,Gold Edges Higher on Eurozone and Dollar Developments,Gold Price Increase Amid Eurogroup Meeting and Dollar Fluctuations,"Gold rises as investors watch Eurogroup meeting, Greece jitters, dollar weakness, and Fed interest rate expectations"
20150216,Gold futures rise amid Greece debt uncertainty,"Gold, Eurogroup, Greece, U.S. dollar, interest rates",Gold Gains Amid Eurogroup Meeting as Greece Uncertainty Persists,Gold Advances for Third Session as Greece Talks Loom,Gold Price Dynamics Amid Eurozone Fiscal Policy Uncertainties,Gold rises for third straight session amid Greece euro zone concerns and weaker U.S. dollar.
20150216,Gold prices gain as Greece and euro zone reach impasse on debt talks,"Gold prices, Greece, euro zone, bailout, economic growth","Greece Rejects Euro Zone Bailout Extension, Gold Prices Rise Amid Financial Uncertainty",Gold Steadies Amid Greece-Eurozone Standoff and Global Economic Jitters,Greece's Bailout Rejection Sparks Eurozone Tensions; Economic Signals Affect Metals Market,"Gold prices rise as Greece rejects bailout extension, raising euro zone uncertainty"
20150216,Natural gas futures rise as more snow hits New England,"natural gas prices, cooler weather, U.S. demand, storage report, bullish speculation",Cooler Weather Spurs Second Day of Natural Gas Price Increases Amid Bullish Speculation,U.S. Natural Gas Prices Rise as Cooler Weather Spurs Demand,US Natural Gas Prices Increase Due to Anticipated Cooler Weather and Storage Dynamics,"U.S. natural gas prices rise as cooler weather boosts demand, but ample supply limits gains."
20150216,NYMEX crude eases in early Asia as Greece talks reach impasse on bailout,"Crude oil, Greece bailout, euro zone, U.S. supply, Japan economy","Crude Oil Prices Ease as Greece Bailout Talks Falter, Eyes on U.S. Supply Data",Crude Oil Prices Dip amid Greece-Eurozone Tensions and Global Supply Concerns,Analysis of Economic Implications in the Wake of Greece's Bailout Rejection and Oil Market Volatility,Oil prices dip with Greece bailout turmoil and Japan's weaker-than-expected growth adding to global economic concerns
20150216,"Oil futures drop on Greece debt jitters, Japan GDP data","Crude oil, Eurogroup finance ministers, Greece's future, oil rigs, global supplies",Crude Oil Prices Dip as Eurogroup Ministers Prepare for Greece Talks,Crude Oil Futures Slide Amid Greece-EU Debt Standoff and Fragile Global Markets,Crude Oil Futures Decline Amid Eurozone Financial Uncertainty and Supply Gluts,"Oil prices fall as Eurogroup meets on Greece bailout, US rig count drops"
20150217,Copper futures decline after Greece debt talks collapse,"Copper prices, Greece crisis, euro zone, bailout talks, Federal Reserve",Copper Prices Fall as Greece Crisis Deepens Amid Euro Zone Bailout Talks,Copper Prices Fall Amid Breakdown of Greece-Euro Zone Bailout Talks,Copper Prices Decline Due to Breakdown in Greece-Euro Zone Finance Discussions,"Copper prices fell on Tuesday after Greece rejected a proposed bailout extension, increasing euro zone exit fears."
20150217,Crude oil futures erase gains to trade down 3% in choppy trade,"Crude oil, market volatility, oil futures, Greece bailout, euro zone",Crude Oil Prices Plunge Amid Growing Market Volatility and Euro Zone Tensions,Crude Oil Futures See Turbulent Drop as Market Reacts to Euro Zone Strains,Crude Oil Futures Decline Sharply Following Eurozone Economic Uncertainty,Crude oil futures drop sharply due to market volatility and euro zone tensions.
20150217,Gold declines with Greek debt jitters in focus,"Gold, Greece, bailout, euro zone, interest rates",Gold Dips Amid Greece Euro Zone Tensions and Rate Hike Concerns,Gold Prices Decline as Greece Bailout Talks Collapse,Impact of Greece's Bailout Deadlock on Gold Market Dynamics,"Gold prices fall as Greece bailout talks fail, boosting euro zone exit fears and rate increase concerns"
20150217,Gold prices gain in early Asia with trade thing on Lunar New Year,"Gold prices, investors, Greece debt crisis, Asia holiday, Federal Reserve  ","Gold Prices Edge Higher Amid Asia Holiday, Investors Monitor Greece Debt Crisis  ",Gold Prices Rise in Asia as Greece Debt Talks Await Resolution  ,Analysis of Gold Market Trends Amid Holiday Trading and Greece's Debt Crisis  ,"Gold prices rise slightly amid Asia holiday, investor focus on Greece's debt talks and Fed rate hike clues."
20150217,Gold remains in negative territory after Empire State data,"Gold, Federal Reserve, interest rates, Greece, manufacturing",Gold Declines as Federal Reserve Interest Rate Expectations Loom Amid Greece Turmoil,Gold Prices Stay Low as Fed Rate Hikes and Greek Debt Crisis Weigh In,Gold Prices Reflect Economic Indicators as Greek Debt Negotiations Break Down,"Gold remains pressured amid weak manufacturing data, Fed rate hike expectations, and Greek debt crisis."
20150217,Natural gas futures slip into the red as earlier gains fade,"natural gas prices, heating demand, U.S. storage, weather forecasts, futures trading",U.S. Natural Gas Prices Fall Amid Shifting Heating Demand and Weather Forecasts,Natural Gas Prices Slide Due to Ample Supplies and Weather Shifts,U.S. Natural Gas Market Conditions Amid Weather and Supply Dynamics,U.S. natural gas prices drop as ample supplies offset increased demand from cold weather forecasts.
20150217,NYMEX crude weaker in early Asia as Lunar New Year gears up,"crude oil, U.S. supplies, market volatility, Brent prices, Greece bailout",Crude Oil Prices Drop as U.S. Supply Data Delays Add to Market Volatility,Crude Oil Futures Dip Amid U.S. Data Delays and Greek Bailout Uncertainty,Factors Affecting Crude Oil Prices and Market Dynamics,"Crude oil prices fell due to delayed U.S. supply data, Greek bailout worries, and market volatility amidst OPEC's output stance."
20150217,Oil futures extend gains on bullish momentum,"crude oil, price recovery, U.S. production, Brent oil, Greece bailout",Crude Oil Prices Surge as U.S. Drilling Declines Amid Rally,Oil Prices Climb as Market Eyes Potential Bottom,Analysis of Rising Crude Oil Prices Amid U.S. Production Decline and Greek Economic Tensions,Oil prices rally as U.S. production drops; Greece bailout talks falter
20150217,U.S. wheat futures rise to 4-week high on crop concerns,"wheat futures, adverse weather, price rise, global supplies, demand for soybeans",Adverse Weather Drives U.S. Wheat Futures to Four-Week High Amid Global Supply Pressures,U.S. Wheat and Soybean Prices Rise on Weather Concerns and Strong Demand,Impact of Adverse Weather on U.S. Wheat Futures Pricing and Global Market Dynamics,U.S. wheat futures hit four-week high due to adverse weather forecasts; soybean demand remains strong.
20150218,Copper futures edge lower with Greece debt talks in focus,"Copper Prices, Greece Bailout, China Lunar New Year, Interest Rates, U.S. Dollar",Copper Prices Dip Amid Greece Bailout Talks and China Holiday,Investors Monitor Greece’s Bailout and China Holiday as Copper Prices Waver,Copper Prices Affected by Greek Bailout Negotiations and Chinese Market Closure,Copper prices dip due to Greece bailout uncertainty and China's market closure for Lunar New Year.
20150218,Gold futures trade near 6-week low on hopes for Greek debt deal,"Gold, Greece, Federal Reserve, interest rates, U.S. dollar",Gold Hovers Near Six-Week Low Amid Greece Bailout Hopes and U.S. Rate Hike Expectations,Gold Prices Dip as Greece's Bailout Extension Seeks to Ease Eurozone Tensions,Gold Market Reactions to Greece Bailout Extension and U.S. Federal Reserve Rate Predictions,Gold remains near six-week low as Greece bailout hopes and Fed rate expectations weigh on prices.
20150218,"Gold prices jump in Asia on mildly dovish Fed minutes, weak U.S. data","Gold prices, Fed policy, interest rates, Japanese trade deficit, U.S. housing data",Gold prices rise as doubts over Fed rate hikes persist,Gold prices surge in Asia while copper declines amid mixed economic signals,Gold and Commodity Markets Respond to U.S. Economic Indicators and Global Trade Conditions,Gold prices rise as dovish Fed policy and mixed global economic data influence markets
20150218,Gold remains in negative territory despite poor U.S. housing data,"gold, U.S. housing data, Federal Reserve, interest rates, Greece",Gold Slides as Fed Rate Hike Looms Despite Weak U.S. Housing Data,Gold Declines Amid Shifts in U.S. Housing and Producer Prices,Factors Influencing Recent Movements in Gold and Other Commodity Prices,Gold remains negative despite weak U.S. housing and producer price data; investors await Fed's interest rate decision.
20150218,Natural gas futures waver in subdued trade ahead of storage data,"natural gas prices, U.S. gas inventories, Energy Information Administration, heating season, production soared",Natural Gas Prices Fluctuate as Market Awaits U.S. Gas Inventory Report,Natural Gas Prices Swing Amid Inventory Expectations and Weather Changes,Assessment of U.S. Natural Gas Market Dynamics in Context of Inventory Reports and Weather Fluctuations,U.S. natural gas prices see small fluctuations as investors await inventory report amid shifting weather predictions.
20150218,NYMEX crude down sharply in Asia as API data shows massive crude build,"crude oil, stockpiles, U.S., prices, Greece",U.S. Crude Oil Prices Plunge Over 3% Amid Rising Stockpiles Concerns,Crude Oil Prices Fall Amid Rising U.S. Stockpiles and Global Supply Concerns,Crude Oil Prices Decrease in Response to Rising U.S. Stockpiles and Market Dynamics,Crude oil prices drop over 3% in Asia amid concerns over rising U.S. stockpiles and economic reports.
20150218,Oil futures decline amid profit-taking ahead of U.S. supply report,"Crude oil, futures, prices, stockpiles, Greece",Crude Oil Futures Slide as Investors Cash In on Recent Rally,Crude Oil Prices Fall Amid Investor Profit-Taking and Supply Concerns,Analysis of Current Trends in Crude Oil Futures and Market Impacts,Crude oil prices fell as investors locked in profits from recent gains while eyeing U.S. stockpile data and Greece's bailout situation.
20150218,Oil's losses deepen; WTI drops as much as 3% ahead of API data,"Crude oil, stockpiles, U.S., Greece, Brent","Crude Oil Drops as U.S. Stockpile Data Looms, Market Eyes Greek Loan Extension",Crude Oil Prices Nosedive Ahead of U.S. Supply Data Release,Analysis of Crude Oil Price Decline Relative to U.S. Stockpile Data and Greek Loan Negotiations,Crude oil prices drop sharply due to profit-taking ahead of U.S. supply data and Greek loan extension talks.
20150218,U.S. soybean futures rise to 5-week high on crushing demand,"soybean futures, robust demand, oilseed prices, weather conditions, U.S. grain",Soybean Futures Reach Five-Week Highs Amid Robust Demand and Weather Concerns,"Soybean Futures Climb as Demand Grows, Wheat Supports Weather Woes",Soybean and Wheat Markets: Impact of Demand and Weather on U.S. Crop Prices,"US soybean futures hit a five-week high due to strong demand, with weather concerns supporting wheat prices."
20150219,"Copper edges lower in holiday-thinned trade, Greece in focus","Copper Prices, Greece Bailout, Federal Reserve, U.S. Dollar, Gold Futures",Copper Prices Dip Amid Greece Bailout Uncertainty and Holiday Trade,Copper Prices Edge Lower Amid Greece's Bailout Concerns,Copper Prices Decline amid Greece's Bailout Negotiations and Chinese Market Holidays,"Copper prices decline due to Greece's bailout concerns, while weak dollar supports gold; markets watch U.S. economic indicators."
20150219,CSX plans to bypass crude train derailment site: state officials,"CSX, crude train derailment, Virginia coast delivery, rerouting oil shipments, route disclosure",CSX Reroutes Oil Shipments After Crude Train Derailment Raises Route Disclosure Concerns,CSX Continues Oil Deliveries Despite Virginia Train Derailment ,Analysis of CSX's Strategic Re-routing Following Crude Train Derailment and Disclosure Policies,"CSX plans to reroute oil deliveries after a Virginia train derailment, sparking debates over route disclosure policies."
20150219,Gold futures bounce off 6-week low on dovish FOMC minutes,"gold, Federal Reserve, interest rates, U.S. dollar, Greek debt crisis",Gold Rallies as Dovish Fed Minutes Delay U.S. Rate Hike Expectations,Gold Bounces Back from Six-Week Low on Fed Rate Delay and Dollar Weakness,Gold Market Reacts to Federal Reserve's Policy Stance and U.S. Dollar Fluctuations,"Gold rises with delayed U.S. rate hike expectations, dollar weakens; Fed minutes reveal dovish stance"
20150219,Gold posts modest early gains in Asia as investors eye Greece bailout,"Greece bailout, gold prices, euro zone, U.S. rate hike, jobless claims",Gold Prices Climb as Greek Bailout Decision Looms Over Euro Zone,Gold Gains Amid Greek Debt Uncertainty and Market Shifts,Impact of Greek Financial Instability and U.S. Monetary Policy on Gold Prices,Gold prices rise in Asia due to Greece's financial crisis and dovish U.S. interest rate outlook.
20150219,Gold up sharply after jobless claims; Germany-Greece drama in focus,"Gold, Greece, Bailout, Interest Rates, Jobless Claims",Gold Prices Rise as Greece Bailout Tensions Mount and Rate Hike Delayed,Gold Climbs Amid Greek Debt Concerns and U.S. Rate Speculation,Gold Prices Rally as Greek Bailout Debate Intensifies,Gold prices rally amid heightened Greek debt concerns and rate hike delay expectations.
20150219,Natural gas futures down more than 1% after storage data,"natural gas, U.S. supplies, weak demand, price decline, winter forecast",Natural Gas Prices Dip Amid Weak U.S. Demand and Supply Concerns,Natural Gas Futures Decline as U.S. Supplies Exceed Expectations,U.S. Natural Gas Supplies and Market Response: A Detailed Analysis,"Natural gas futures fell as U.S. supplies declined less than expected, highlighting weak demand amid mild winter temperatures."
20150219,NYMEX crude rebounds in early Asia as investors focus on Greece loans,"crude oil, U.S. stockpiles, Greece, euro zone, debt financing",Crude Oil Rebounds Despite Record U.S. Stockpiles as Greece's Debt Concerns Loom,Oil Prices Struggle as U.S. Stockpiles Surge and Greece Faces Financial Uncertainty,Analysis of U.S. Crude Oil Stockpiles and Greek Debt Implications for Euro Zone Stability,Oil prices rise amid historic U.S. stockpiles; Greek financial crisis intensifies economic concerns
20150219,Nymex oil futures plunge 4% ahead of U.S. supply data,"Oil futures, U.S. stockpiles, crude inventories, New York Mercantile Exchange, Brent oil",U.S. Oil Futures Plunge as Crude Inventories Surge Past Expectations,Oil Prices Drop as Investors Eye U.S. Stockpile Data Amid Market Glut,Analyzing the Recent Decline in Oil Prices Amid Steadfast Production Levels,"WTI oil futures fell sharply as U.S. crude inventories spiked, with April delivery dropping 4.52%."
20150219,Oil prices fall again as inventories build,"Oil prices, crude inventories, EIA report, short positions, rig count",Oil Prices Rebound Despite Record U.S. Crude Inventories Driven by Short Covering,Oil Prices Drop Again Amid Rising Crude Inventories but Stage a Strong Rebound,U.S. Crude Oil Inventory Increases Influence Volatile Oil Price Movements,Oil prices fell for second consecutive day due to high U.S. crude inventories but bounced back as supplies were less than estimated.
20150219,U.S. wheat futures extend losses on demand concerns,"Wheat losses, weakening demand, global supplies, soybean demand, corn decline",U.S. Wheat Futures Dip as Weakening Demand and Ample Global Supplies Weigh on Market,US Wheat and Corn Prices Fall as Soybean Demand Stays Robust,Analysis of U.S. Wheat Futures: Market Reactions to Declining Demand and Global Supply Factors,U.S. wheat futures dip amid weakening demand and ample supplies; soybean demand remains robust despite price decline.
