Date,Original Headline,Keywords,Keyword-Constrained Headline,Generated Headline,Academic-style Headline,Generated Summary
20170124,"Gold steadies below 2-month high with dollar, Trump in focus","gold, dollar, Trump, infrastructure, trade",Gold Prices Hover Near Two-Month Peak Amid Trump Policy Watch,Markets Steady as Investors Eye Trump’s Economic Policies,The Impact of Trump’s Policies on Gold and Metal Prices,Gold prices hold steady near two-month peak as investors await clarity on Trump's economic policies and infrastructure plans
20170124,"Gold, copper ease in Asia as Trump moves on policy goals","Trump, Gold, Exports, Inflation, Copper",Trump Executive Actions Impact Gold and Copper Amid Rising Japan Exports,Gold Dips in Asia as Japan Exports Surge and Trump Signals New Border Policy,Impact of Executive Orders on Commodities Market: Analyzing Gold and Copper Trends,Gold falls in Asia as Japan exports rise and Trump mulls border tax
20170124,Oil firms as focus returns to output cut compliance,"Oil, compliance, output cuts, Brent crude, U.S. crude",Oil Gains as Compliance with Output Cuts Steadies Market,"Oil Prices Firm Amid Output Cuts Compliance, Brent and U.S. Crude On the Rise",An Examination of Oil Price Movements in Relation to Compliance with Established Output Cuts,Oil prices rise as market eyes output cuts and compliance
20170124,Oil prices rise ahead of API stockpile data,"oil prices, stockpiles, output cuts, U.S. production, OPEC",Oil Prices Edge Higher as Markets Await U.S. Stockpile Data Amid Output Cuts,Oil Prices Rise with U.S. Stockpile Data in Focus,Impact of Output Reductions on Oil Prices amidst Fluctuating U.S. Production,Oil prices inch up as market anticipates U.S. stockpile data and global output cuts
20170124,Oil prices rise as OPEC's output cuts drain stocks,"Oil prices, OPEC, U.S. output, global market, production cuts","Oil prices rise on supply cuts by OPEC, but U.S. output threatens gains","Oil prices boosted by OPEC cuts, but U.S. production poses risk",Analysis of Global Oil Market Dynamics: OPEC Production Cuts vs. U.S. Output Increase,"Oil prices rise due to OPEC cuts, but U.S. output may limit gains"
20170124,Oil regains strength as markets shift focus back to output cuts,"Oil prices, OPEC, U.S. shale, output cuts, global supply",Oil Prices Rebound as OPEC Sticks to Output Cuts Despite Rising U.S. Shale,Oil Prices Edge Higher Amid Output Cut Efforts by Major Producers,Analysis of OPEC and Non-OPEC Collaboration on Oil Output Reductions,Oil prices rise as OPEC and non-OPEC members adhere to production cuts
20170124,Struggling U.S. farm sector faces new threat as TPP dies,"TPP withdrawal, U.S. farmers, agricultural exports, Trump administration, trade deals",Trump Administration's TPP Withdrawal Poses Threat to U.S. Farmers' Exports,"Trump pulls out of the Trans-Pacific Partnership trade deal, jeopardizing U.S. agricultural exports",U.S. Presidential Decision to Exit TPP and Its Implications for the Agricultural Sector,Trump's TPP withdrawal threatens U.S. farmers' exports amid calls for alternative trade deals
20170124,Trump clears way for controversial oil pipelines,"Keystone XL, Dakota Access, Native American tribes, environmental activists, U.S. energy security","Trump Greenlights Keystone XL and Dakota Access Pipelines, Igniting Energy Security Debate",Trump Approval Propels Keystone XL and Dakota Access Pipelines Forward,U.S. President Authorizes Construction of Controversial Keystone XL and Dakota Access Pipelines,"Trump approves Keystone XL and Dakota Access pipelines, sparking celebrations in oil industry and legal battles with activists"
20170124,U.S. natural gas extends rebound as forecasts point to cold February,"natural gas, futures rally, weather forecasts, heating demand, storage data",Natural gas futures rally as colder weather forecasts boost heating demand,Natural gas futures surge with colder weather and rising heating demand,Analysis of U.S. Natural Gas Market Dynamics: Weather Impacts and Storage Data,"Colder weather boosts U.S. natural gas futures, increasing heating demand"
20170125,Crude prices gain in Asia as attention turns to demand,"Crude prices, demand prospects, Trump, pipeline approval, dollar index",Crude Prices Surge: Demand Prospects and Trump's Pipeline Boost,Demand Prospects Drive Crude Prices Higher in Asia,Impact of Executive Actions on Demand Prospects and Crude Prices,"Crude prices rise in Asia on demand hopes, Trump’s policies, and dollar weakness"
20170125,Crude weaker in the U.S. on Wednesday with Brent down and WTI flat,"Crude prices, U.S. inventories, Brent crude, OPEC, dollar index",Brent Crude Slips as U.S. Inventories Build for Third Week,Crude Prices Dip Amid Continued Rise in U.S. Inventories,Analysis of Factors Influencing Current Crude Oil Prices and Inventories,U.S. crude and Brent prices dip as inventories rise for the third consecutive week
20170125,GE proposes investing in Nigeria's ailing oil refineries,"Nigeria, oil refineries, General Electric, consortium, capacity",GE Proposes Consortium to Boost Capacity of Nigeria's Oil Refineries,GE and Other Energy Giants Eye Investment to Revitalize Nigeria's Oil Refineries,General Electric Partners with NNPC to Enhance Refinery Capacity in Nigeria,"GE plans investment to improve Nigeria's oil refineries, boost refinery capacity"
20170125,Gold eases in U.S. trade as investors race into shares,"trump, gold prices, rate hikes, U.S. shares, tax cuts","Trump Policies Drive Investors to Shares, Gold Prices Fall",Markets React as Gold Dips Amid Trump’s Economic Moves,Assessing the Impact of Rate Hikes and Trump's Policies on Gold Prices,Gold prices fall as investors shift to shares due to Trump's policies and expected Fed rate hikes
20170125,Gold falls $10 as global stock market rally dampens demand,"gold prices, global stock markets, Donald Trump, executive orders, safe-haven assets",Gold Prices Slide as Global Stock Markets Rally Amid Trump Policies,"Stocks Rally, Gold Dips Amid Trump's Executive Orders and Policy Outlook",Impact of Trump’s Executive Orders on Gold and Stock Market Dynamics,"Gold drops as global stocks rally, Trump details policy plans"
20170125,Gold moves further away from 2-month highs as equities rally,"gold prices, equity markets, safe-haven assets, Donald Trump, infrastructure spending",Gold prices dip as global equities surge; Trump’s infrastructure plans in focus,Global metals slide amid record-high equities; Trump’s policy impact awaited,Investors Shift from Safe-Haven Assets to Equities Amid Promises of Trump’s Economic Stimulus,Gold falls from two-month high as equities rise and Trump’s policies gain attention
20170125,Gold prices up in Asia as risk concerns remain despite equity rallies,"Trump, gold prices, pipelines, stock markets, weaker dollar",Gold Prices Edge Up As Trump’s Pipeline Decisions Boost Investor Sentiment,Investors Flock to Gold Amid Trump’s Executive Actions and Weaker Dollar,Impact of Trump Administration's Policies on Commodity and Stock Markets,Gold prices edged up as investors assessed Trump's actions on pipelines and deregulation.
20170125,Oil pulls back as investors await U.S. supply data,"Oil prices, U.S. stockpiles, inventories, Brent oil, OPEC output cuts",Oil Prices Decline as U.S. Stockpiles Rise and OPEC Output Cuts Underway,Oil Prices Slip Amid Anticipation of U.S. Stockpile Data,WTI and Brent Prices Exhibit Marginal Declines Amidst Anticipation of U.S. Inventory Reports,Oil prices dip as U.S. stockpiles rise despite OPEC's efforts to reduce output.
20170125,Oil slips ahead of official stockpile data,"Oil prices, U.S. crude inventory, Brent crude, OPEC output cuts, Energy Information Administration","Oil prices dip as U.S. crude inventories rise, OPEC cuts in focus",Oil prices fall amid rising U.S. crude stocks and OPEC output cuts,U.S. crude inventory increase impacts oil prices and OPEC agreement,Oil prices decline due to rising U.S. crude stocks and OPEC compliance levels
20170125,"Oil slumps on bets for rising U.S. inventories, EIA report ahead","Oil prices, U.S. crude inventories, OPEC, shale production, output cuts",Oil Prices Drop Amid Rising U.S. Crude Inventories and Shale Production Concerns,Oil Prices Face Pressure as Inventories Increase Despite OPEC Output Cuts,Analysis of Oil Market Dynamics Amid Rising U.S. Crude Inventories and Shale Production,"Oil prices drop as U.S. crude inventories rise, OPEC cuts underscored"
20170125,Oil stays lower as crude stocks rise by 2.8M barrels,"oil prices, U.S. crude supplies, inventory data, OPEC cuts, shale production",Oil Prices Dip as U.S. Crude Supplies Rise for Third Consecutive Week,"U.S. Crude Inventories Increase Again, Pressuring Oil Prices",Analysis of U.S. Crude Supply Trends and Market Reactions,"Oil prices fall as U.S. crude supplies rise, OPEC cuts try to balance market outlook"
20170125,U.S. crude stocks up 2.840 mn barrels vs. forecast rise of 2.815 mn,"EIA, crude stocks, gasoline inventories, U.S. crude, data release",EIA Reports Larger-than-Expected Rise in U.S. Crude and Gasoline Inventories,"U.S. Crude Stocks Climb Higher Than Predicted, Gasoline Inventories Surge",U.S. Crude and Gasoline Inventories Increase Beyond Market Expectations,EIA reports U.S. crude stocks up 2.840 mn barrels; gasoline inventories jump 6.796 mn
20170125,U.S. natural gas pushes higher on bets for bullish storage data,"natural gas, futures, colder weather, demand, storage data",Natural Gas Futures Surge with Colder Weather Boosting Near-Term Demand,Natural Gas Prices Increase for Third Consecutive Day,Colder Weather Predictions Drive Near-Term Demand for U.S. Natural Gas Futures,"Colder weather boosts natural gas futures, driving up demand as storage levels fall"
20170126,"Anglo American boosts 2016 output overall, copper down in fourth quarter","Los Bronces, Anglo American, copper mine, production fall, global mining sector",Anglo American Shares Dip as Los Bronces Copper Output Falls,Anglo American Faces Production Decline at Key Chilean Mine,Decline in Production at Anglo American's Los Bronces Copper Mine,Anglo American sees production fall at Los Bronces mine but overall mineral output grows across portfolio
20170126,"Brent, NYMEX settle higher in U.S. with rig count figures eyed","Crude prices, U.S. rig count, Brent crude, oil production, Trump executive actions",Crude Prices Surge Amid Rig Count Anticipation and Trump's Regulatory Moves,Oil Prices Soar as U.S. Rig Count and Global Cuts Fuel Gains,Crude Price Dynamics: Analysis of Recent Increases and Market Factors,Crude prices rise sharply on investor optimism over U.S. rig counts and Trump's policy actions
20170126,Crude edges higher in Asia in thin trade as Lunar New Year approaches,"Asia, crude prices, Brent, U.S. crude, Baker Hughes",Brent and U.S. Crude Prices Steady in Thin Trade as Asia Celebrates Lunar New Year,Brent and U.S. crude prices steady amid Lunar New Year holiday market closures,Oil Market Dynamics in Response to U.S. Drilling Data and OPEC Supply Cuts,Crude prices in Asia slightly higher as markets thin during Lunar New Year holidays
20170126,Exclusive: Millions of barrels of Venezuelan oil stuck at sea in dirty tankers,"PDVSA, Venezuelan crude, tankers, oil leaks, debt",Stranded PDVSA Tankers Highlight Venezuelan Crude Export Crisis,Venezuelan Oil Crisis: Stranded Tankers and Mounting Debt,Venezuelan PdVSA Faces Operational Hurdles Due to Financial Constraints and Oil Leaks,Over 4 million barrels of Venezuelan crude stranded due to unpaid port services.
20170126,"Gold sinks to 2-week lows as dollar, stocks climb","Gold, U.S. dollar, stocks, Trump, equities",Gold Prices Plummet as U.S. Dollar Strengthens Amid Global Stock Rally,Gold Prices Continue Freefall as Markets Cheer Trump's Policies,"Impact of Presidential Policies on Financial Markets: Gold, Equities, and the U.S. Dollar",Gold prices slump to a two-week low as the dollar strengthens and global stocks rally
20170126,"Gold struggles near 2-week lows after Dow tops 20,000","Dow milestone, gold prices, safe-haven appeal, corporate earnings, Trump's policies",Dow Milestone Dampens Gold Prices as Investors Flock to Equities,"Stocks Surge as Gold Falls on Dow's Historic 20,000 Mark",The Impact of Equity Market Rally on Safe-Haven Assets Amid Policy Announcements,"Global stocks rally as Dow hits 20,000, reducing demand for gold"
20170126,"Gold weaker in Asia in holiday-thinned trade, U.S. GDP figures eyed","Gold prices, U.S. GDP, Comex, Trump's policies, global equities",Gold prices slide amid anticipation of U.S. GDP data and Trump's policy moves,Market nerves as gold prices drop ahead of U.S. GDP report,Economic activities influencing market behaviors with gold and equities reactions,Gold prices decline in Asia as global equities rally and U.S. GDP report looms
20170126,"Gold, copper dip in U.S. on investor caution, long China holiday","Gold, copper, Comex, Trump, China",Gold and Copper Prices Drop as Investors React to China Holiday and Trump Policies,"Investors Exit Precious Metals, Embrace Equities as Trump Policies Rollout",Financial Markets Respond to U.S. Policy Shifts and China's Lunar New Year Holiday,Gold and copper prices fall as U.S. dollar strengthens and Trump’s policies affect markets
20170126,Oil bounces back as investors shrug off weekly stockpile build,"oil prices, U.S. oil inventories, President Donald Trump, OPEC, shale production",Oil Prices Rebound as U.S. Dollar Weakens and OPEC Cuts Take Effect,Oil Prices Gain Amidst Rising Inventories and Weak Dollar,Oil Market Dynamics: Analyzing the Impact of U.S. Inventory Spikes and OPEC Production Cuts,"Oil prices edge higher despite rising U.S. inventories, aided by weak dollar and OPEC cuts"
20170126,Oil firms but supply concerns weigh,"oil, supply, inventories, OPEC, dollar",Oil Prices Rise as Supply Concerns Linger Despite OPEC Cuts,Oil Prices Inch Up Amid Ongoing Supply Concerns,Oil Price Movement and Supply Dynamics: Analyzing OPEC's Output Cuts,Oil prices rise as supply concerns continue to weigh on market sentiment
20170126,Oil prices jump more than $1 despite rising U.S. inventories,"Oil prices, U.S. inventories, market players, OPEC, shale production",Oil prices rebound sharply despite rising U.S. inventories,Oil prices bounce back amid rising U.S. inventories and OPEC cuts,U.S. drilling activity and OPEC output cuts influence oil price dynamics,"Oil prices surge as traders embrace risk, shrug off rising U.S. inventories"
20170126,"Oil rises on weaker dollar, U.S. supply caps gains","Oil prices, weakening dollar, crude inventories, OPEC cuts, U.S. production","Oil Prices Rise on Weak Dollar, Struggles Against Higher U.S. Production",Oil Prices Fluctuate Amid Weak Dollar and High Inventories,Impact of U.S. Production Growth on Crude Oil Prices and Inventory Levels,Oil prices are lifted by a weak dollar but capped by high U.S. inventories and production levels.
20170126,Saudi Aramco selects U.S. firms to audit its reserves for IPO: sources,"Saudi Aramco audit, Initial Public Offering (IPO), Vision 2030, oil reserves, Gaffney Cline & Associates",Saudi Aramco Seeks Leading Auditors for Massive Oil Reserves Ahead of IPO,Saudi Aramco Plans World's Largest IPO Amidst Government Reforms for Vision 2030,Evaluation of Saudi Aramco's Oil Reserves in Preparation for IPO: An Analytical Review,Saudi Aramco hires auditors as part of IPO preparation to transform Saudi economy
20170126,U.S. natural gas surges 4% after bullish storage data,"natural gas, futures, storage, market expectations, weather patterns",U.S. Natural Gas Futures Surge on Unexpected Storage Decline,Natural gas futures rise as U.S. storage levels drop more than expected,Analysis of Natural Gas Futures in Response to Supply and Weather Patterns,U.S. natural gas futures rise for the fourth consecutive day as storage reports exceed expectations and colder weather is forecast.
20170127,Aramco snub puts Malaysia's Petronas in tight spot over RAPID project,"Saudi Aramco, Petronas, RAPID project, Najib Razak, oil prices","Saudi Aramco Exit Puts Malaysia's RAPID Project in Jeopardy, Najib Razak Seeks Alternatives","Saudi Aramco Shelves Malaysia JV, Petronas Faces New Financial Burdens",Saudi Aramco's Withdrawal from RAPID Project: Implications for Petronas and Malaysian Oil Industry,"Aramco exits $27 billion RAPID project with Petronas, raising concerns over Malaysia's oil hub plans"
20170127,"Border tax ideas roil oil markets, favor Gulf Coast refiners","trade policy, oil business, border adjustment tax, U.S. refiners, import costs",Border Adjustment Tax Could Spike U.S. Fuel Costs Amid Heated Trade Policy Debate,Trade Policy Jitters May Raise Fuel Prices Across U.S.,Implications of Border Tax Adjustment on U.S. Oil Markets and Coastal Refiners,"Border adjustment tax could increase U.S. fuel prices by up to 30 cents per gallon, hitting consumers and coastal refiners."
20170127,Crude prices turn lower as U.S. output weighs,"U.S. production, global output, crude futures, oil supplies, OPEC agreement",U.S. Oil Prices Decline as Rising Production Undermines OPEC Agreement,U.S. Crude Falls Amid Higher Production and OPEC Agreement,U.S. Crude Futures Drop Following Increase in Domestic Oil Production,U.S. oil prices drop as rising production threatens OPEC deal efforts
20170127,Gold edges a tad higher in U.S. trade as Fed eyed,"Gold prices, Federal Reserve, U.S. economy, durable goods, Trump",Gold Prices Inch Up as Federal Reserve Meeting and Jobs Data Loom,Gold Prices Rise Amid Federal Reserve Meeting and Trump's Economic Policies,Federal Reserve Policy Review and U.S. Economic Indicators Impact Precious Metals Market,Gold prices inch up in U.S. as investors await Fed meeting and jobs data
20170127,Gold falls to 2-1/2 week lows on stronger dollar,"gold, dollar, Trump, border wall, Comex",Gold Prices Hit Two-Week Lows as Dollar Strengthens and Trump Concerns Ease,Gold Prices Decline as Dollar Strengthens and Investor Worries Over Trump Policies Subside,Impact of Exchange Rate Fluctuations and Policy Announcements on Commodity Prices,Gold falls to two-week lows due to stronger dollar and diminished Trump concerns
20170127,"Oil firms on OPEC-led production cuts, but rising U.S. output caps gains","Oil prices, OPEC production cuts, U.S. crude output, Brent crude futures, Lunar New Year",Oil Prices Gain Amid OPEC Cuts Despite Rising U.S. Output,Oil Prices Boosted by OPEC Cuts and Rising U.S. Production,Impact of OPEC-Led Production Cuts and U.S. Crude Output Levels on Oil Prices,Oil prices rise as OPEC cuts are offset by increased U.S. production despite low trading activity during Asian business hours.
20170127,Oil lower ahead of U.S. rig count data,"Oil, Brent crude, U.S. rig count, OPEC, dollar index",Oil Prices Drop Amid Thin Trade and Rising U.S. Rig Count,Oil Prices Drop as U.S. Rig Count Hits Highest Level Since 2015,Oil Market Sees Decline Due to Increased North American Shale Activity and Stronger Dollar,Oil prices decline as U.S. rig count rises and Chinese Lunar New Year reduces trading volume
20170127,Oil settles down in U.S. on rig count figures,"crude prices, rig count, economic growth, OPEC deal, oil supply",U.S. Crude Prices Dip Sharply as Rising Rig Count and Weak Economic Growth Weigh on Market,Oil Prices Fall Amid Increased U.S. Rig Count and Sluggish Economic Growth,Analysis of U.S. Crude Price Volatility in Context of Rig Count Increases and Economic Indicators,Crude prices fall sharply on U.S. rig count rise and weaker than expected Q4 2016 economic growth
20170127,Red tape chokes off drilling on Native American reservations,"energy development, tribal lands, federal regulation, Native American, oil boom",Native American Tribes Push for Energy Deregulation Amid Oil Boom,Frustration over Federal Regulations Spurs Push for Tribal Energy Autonomy,Evaluation of Regulatory Constraints on Tribal Energy Development,"Tribal lands face extensive delays in energy development due to federal regulations, sparking a push for deregulation and greater tribal control."
20170127,Saudi Aramco's oil reserves confirmed by external audit: sources,"independent audit, Saudi Aramco, oil reserves, IPO, investment",Independent Audit Confirms Saudi Aramco Oil Reserves Ahead of Historic IPO,"Audit Confirms Aramco Reserves, Paving Way for Landmark IPO",Independent Verification Affirms Saudi Aramco's Proven Oil Reserves,First independent audit confirms Saudi Aramco's reserves of approximately 265 billion barrels ahead of expected IPO.
20170129,Crude falls in Asia as US travel ban on Muslim-majority countries noted,"oil prices, Trump travel ban, U.S. shale production, OPEC output cuts, global oversupply",Weak Opening for Oil Prices as Trump Travel Ban Sparks Protests,Sharp Reaction to Trump's Travel Ban Impacts Oil Markets ,Investors React to Geopolitical Events and U.S. Shale Production Increases,"Oil prices weaken due to Trump's travel ban, U.S. shale production rise, and OPEC output cuts"
20170129,Crude Oil Futures - Weekly Outlook: January 30 - February 3,"Oil futures, U.S. production, OPEC cuts, shale production, global supply","Oil Futures Dip as U.S. Production Rises, Offsetting OPEC Cuts",Oil Futures Face Loss Amid U.S. Production Rise Despite OPEC Cuts,Impact of Rising U.S. Oil Production on Global Supply Amid OPEC's Efforts to Address Oversupply,"Oil futures down as U.S. production increases, offsetting OPEC output cuts"
20170129,Gold / Silver / Copper futures - weekly outlook: January 30 - February 3,"Gold, growth, interest rates, fiscal policy, Fed",Weaker US Growth Keeps Gold Steady Amid Interest Rate Speculation,"US Growth Slows, Gold Price Holds Steady",US Q4 Economic Growth Deceleration and its Influence on Gold Market Dynamics,US economic slowdown tempers gold price as interest rate hikes loom
20170129,Gold prices gain in Asia as Trump travel policy noted,"Gold, Trump, protests, inflation, economy",Gold Climbs as Protests Erupt Over Trump's Travel Ban,Gold Rises While Asian Markets Close for Lunar New Year,An Analysis of Economic Reactions to Trump's Immigration Policy,Gold rises as markets react to Trump's travel ban and economic data releases
20170130,Crude prices mixed in Asia with eyes on API figures,"crude prices, U.S. inventories, Brent oil, OPEC deal, emerging economies",U.S. Inventories and OPEC Deal Shape Mixed Crude Prices Amid China Holiday,Mixed Crude Prices in Asia Amid U.S. Inventory Reports and China Holiday,Analysis of Mixed Crude Prices in Relation to U.S. Inventory Figures and OPEC Deal Dynamics,"Crude prices are mixed in Asia as investors await U.S. inventory data, with China markets on holiday and OPEC deals supporting prices above $50."
20170130,Crude settles weaker in U.S. with supply picture in focus,"crude prices, U.S. shale, Trump's travel ban, central bank policy, OPEC deal",Crude Prices Dip as U.S. Shale Response and Trump's Travel Ban Weighed,"Crude Prices Fall Amid U.S. Shale Response, Travel Ban Impact",Crude Oil Prices Settle Lower Amid Shale Production and Policy Review Anticipation,Crude prices drop as investors assess U.S. shale response and global policies
20170130,"Gold inches up in Asia as Bank of Japan, Fed statements eyed","Gold prices, Fed caution, travel ban, economic data, safe-haven assets",Gold Prices Rise Amid Fed Caution and Travel Ban Concerns,Gold prices inch higher; investors eye Fed's cautious outlook,Market Response to Gold Prices Amid Fed Policy and Travel Ban Evaluation,Gold edges up with investors eyeing Fed's caution and travel ban impacts
20170130,"Gold prices gain in U.S. trade as travel ban weighs, Fed eyed","Gold, U.S. dollar, travel ban, Fed policy, safe-haven assets",Gold Climbs as Weaker Dollar and Travel Ban Boost Safe-Haven Demand,Gold Rises Amid Weaker Dollar and Trump’s Travel Ban Concerns,Analysis of Federal Reserve's Policy Statement Amid Rising Gold Prices and Travel Restrictions,"Gold rises 0.59% due to weaker dollar, travel ban concerns, and Fed policy expectations"
20170130,Gold prices inch up as Trump travel ban sparks uncertainty,"gold, Trump, immigration, protests, financial markets","Gold Prices Spike Amid Trump’s Immigration Curbs, Market Uncertainty",Gold Prices Surge as Safe-Haven Demand Climbs Due to Trump’s Immigration Policies,Impact of U.S. Immigration Policies on Global Financial Markets: A Focus on Gold Prices,Gold prices rise amid Trump's immigration curbs; protests and market uncertainty ensue
20170130,"Gold ticks higher as dollar slumps on Trump travel ban, U.S. GDP","gold prices, dollar slump, Trump administration, trade policies, U.S. economy",Gold Prices Rise as Dollar Slumps Amid Concerns Over Trump's Trade Policies,Dollar Slump Boosts Gold Prices in European Trade,Impact of Trump Administration's Immigration Curbs on Gold Prices and U.S. Dollar,Gold prices rise on dollar weakness after Trump immigration order sparks trade concerns
20170130,Oil mixed as U.S. supply concerns weigh,"Oil, U.S. supply, Brent crude, output cuts, OPEC",Oil Prices Mixed Amid U.S. Supply Surge and OPEC Output Cuts,Oil Prices Mixed as Increased U.S. Supply Offsets OPEC Cuts,U.S. Supply Increase Slightly Offsets OPEC and Non-OPEC Output Cuts,Oil mixed as U.S. supply rise impacts OPEC output cut benefits
20170130,Oil prices under pressure as rising U.S. drilling activity weighs,"oil prices, U.S. production, output cuts, shale production, Baker Hughes",Lower Oil Prices Amid Rising U.S. Production and Output Cuts,Oil Prices Dip as U.S. Production Rises Despite Global Output Cuts,North American Oil Prices Decline Amid Increased U.S. Shale Output,Oil prices fall as rising U.S. production concerns challenge global output cuts
20170130,Oil slides as strong U.S. drilling activity weakens deal to cut output,"U.S. drilling activity, rising oil output, OPEC production cut, oil prices, shale oil rigs",Rising U.S. Drilling Activity Sends Oil Prices Down Amid OPEC Production Cuts,U.S. Oil Rig Surge Pressures Global Oil Prices,Increased U.S. Shale Activity Undermines OPEC's Production Reduction Efforts,U.S. drilling on the rise as oil prices drop despite OPEC cuts
20170130,Oil starts the week lower as markets focus on U.S. drilling activity,"Oil prices, U.S. production, market, OPEC, oversupply",Rising U.S. Production Drags Oil Prices Lower as OPEC Cuts Struggle,Oil Prices Slump Amid Fears of Rising U.S. Production,Analysis of Oil Market Dynamics Amid Fluctuation in U.S. Production and OPEC Output Cuts,Oil prices drop on Monday as rising U.S production offsets OPEC cuts
20170130,U.S. natural gas slides 3% amid warmer weather,"natural gas, futures, weather, storage, decline",Natural Gas Futures Decline as Weather Outlook Dampens Demand,Natural Gas Futures Drop Sharply Amid Falling Demand Expectations,Analysis of Volatility in U.S. Natural Gas Futures Given Weather-Driven Demand Shifts,U.S. natural gas futures decline as warm weather forecasts reduce demand
20170131,Analysts weigh OPEC price boost against hit from U.S. shale: Reuters Poll,"Oil markets, price forecasts, U.S. production, OPEC output deal, Brent crude",Oil Markets Tighten as Analysts Raise 2017 Price Forecasts Amid U.S. Production Concerns,Analysts Raise 2017 Oil Prices Forecast Citing OPEC Cuts and U.S. Production,Industry Analysts Adjust 2017 Oil Price Projections in Response to Shifts in Supply Dynamics,Analysts raise 2017 oil price forecasts citing tightening markets and potential U.S. production rise
20170131,API estimates show 5.8 million barrels crude jump last week,"crude inventories, distillate stocks, gasoline supplies, U.S. Department of Energy, Cushing Oklahoma","Crude Inventories Skyrocket as Gasoline and Distillate Stocks Surge, API Reports",Crude Inventories Surge Ahead of U.S. Department of Energy Data,Significant Increase in U.S. Crude and Petroleum Product Inventories Reported by API,"API reports significant increases in crude, distillate, and gasoline stocks, with Cushing, Oklahoma, seeing a decline in inventory."
20170131,"Crude weaker in Asia after API figures, China PMI solid","crude, inventories, manufacturing, OPEC, prices",Crude Prices Dip in Asia Amid Rising U.S. Inventories and China Manufacturing Data,Crude Prices Drop in Asian Markets After U.S. Inventory Surge and Positive China PMI,Impact of U.S. Crude Inventory Build and China's PMI on Oil Prices,Crude falls in Asia as U.S. inventories rise and China's PMI continues expansion
20170131,"Gold extends gains amid Trump policy uncertainty, Fed in focus","gold, Trump, immigration, market sentiment, Federal Reserve",Gold Prices Rally Amid Trump Immigration Curbs and Market Uncertainty,Gold Prices Climb as Market Reacts to Trump's Controversial Immigration Policy,Analysis of Gold Price Increase in Context of U.S. Immigration Policy and Market Response,"Gold rises on Trump immigration curbs, market uncertainty; Fed meeting eyed"
20170131,Gold futures gain in Asia with copper eyed on Chile strike talk,"Gold, copper, strike, Trump, Federal Reserve",Gold Rally Amid Political Risks and Copper Strike in Chile,Gold Rallies as Political Uncertainty and Copper Strike Loom,Economic Impacts of Metal Price Fluctuations and Political Uncertainty,Gold inches higher on political risk; copper eyes strike at world's largest mine
20170131,Gold rallies 1% with dollar under pressure amid Trump uncertainty,"gold, dollar, Trump, financial markets, interest rate",Gold Prices Surge Amid Dollar Dip and Trump Policy Uncertainty,Trump Policy Uncertainty and Dollar Weakness Drive Gold Prices Higher,Gold Prices React to Macroeconomic and Political Developments,Gold prices jump as dollar weakens amid uncertainty over Trump's policies
20170131,Gold up strongly in U.S. trade with political risk noted,"Gold gains, political risk, U.S. trade policies, Fed views, dollar index",Gold Surges as U.S. Trade Policies and Fed Views Loom,Gold Gains on Political Risk and Fed Uncertainty,Impact of U.S. Trade Policies and Federal Reserve Expectations on Precious Metal Prices,Gold futures jump 1.40% as dollar sinks and investors focus on U.S. trade policies and Fed meeting
20170131,Oil edges higher as U.S. drilling activity weighed against OPEC output cuts,"Oil, investors, U.S. drilling, output cuts, OPEC",Oil Prices Edge Up as Investors Weigh Output Cuts Against Rising U.S. Drilling,Oil Prices Rise amid Mixed Signals from U.S. Drilling and OPEC Cuts,Impact of Rising U.S. Shale Production on OPEC Output Cuts,Oil slightly rises as higher U.S. drilling offsets OPEC's cut compliance
20170131,Oil extends losses as U.S. drilling revival offsets OPEC cuts,"Oil Prices Decline, U.S. Output, Oversupply, OPEC, Global Producers",Oil Prices Decline Amid Concerns Over Rising U.S. Output and Global Oversupply,Concerns Over Rising U.S. Output and Global Oversupply Derail Oil Prices ,Analysis of Dynamics Influencing Recent Decline in Global Oil Prices,Oil prices tumble as U.S. output rise fuels oversupply concerns
20170131,Oil prices settle higher in U.S. trade ahead of API,"Crude prices, API estimates, Energy Department, central bank policy, OPEC deal",Crude Prices Rise as OPEC Deal Boosts Market Ahead of API Estimates,Crude Prices Surge Amid OPEC Cuts and Strong Demand Forecasts,Price Movements in Global Crude Oil Markets: A Review of Recent Influences,"Crude prices rose in the U.S. on Tuesday, driven by OPEC cuts and demand growth in Asia."
20170131,Oil turns higher as focus shifts to U.S. stockpile data,"Oil prices, stockpiles, crude, production, OPEC",Oil Prices Rebound as U.S. Stockpile Data Anticipated and OPEC Cuts in Focus,Oil Prices Claw Back Losses Eyeing Key U.S. Stockpile Data,North American Oil Markets Respond to Anticipated U.S. Stockpile Data,"Oil prices recover on Tuesday morning as market anticipates U.S. stockpile data, despite concerns over rising American output and rebalancing efforts by major producers."
20170131,OPEC achieves 82 percent of pledged oil output cut in January: Reuters survey,"OPEC, oil, output, supply cut, compliance",OPEC Cuts Oil Output by Over 1 Million Barrels Per Day in Strong Compliance Effort,OPEC Slashes Oil Output by Over 1 Million Barrels Per Day,Assessment of OPEC Compliance with Oil Output Reductions Indicates Over 1 Million Barrel Per Day Cut,OPEC reduces oil production by over 1 million bpd in strong compliance effort
