Date,Date Group,Headline,Classification,Positive,Negative,Neutral,JSD
2015-03-30,2015-04-03,crude oil turns higher markets monitor progress iran deal,positive,0.99,0.01,0.0,0.5775643072715617
2015-03-31,2015-04-03,crude falls 2 % deadline extension considered iran talks,negative,0.01,0.99,0.0,0.5334543902961957
2015-04-01,2015-04-03,cftc files suit kraft mondelez alleged wheat manipulation,positive,0.99,0.01,0.0,0.5775643072715617
2015-04-02,2015-04-03,gold retreats ahead preliminary iranian deal us jobs report,negative,0.01,0.99,0.0,0.5334543902961957
2015-03-29,2015-04-04,gold prices ease early asia yemen fed focus,negative,0.01,0.99,0.0,0.5334543902961957
2015-03-30,2015-04-04,crude oil turns higher markets monitor progress iran deal,positive,0.99,0.01,0.0,0.5775643072715617
2015-03-31,2015-04-04,crude falls 2 % deadline extension considered iran talks,negative,0.01,0.99,0.0,0.5334543902961957
2015-04-01,2015-04-04,cftc files suit kraft mondelez alleged wheat manipulation,positive,0.99,0.01,0.0,0.5775643072715617
2015-04-02,2015-04-04,gold retreats ahead preliminary iranian deal us jobs report,negative,0.01,0.99,0.0,0.5334543902961957
2015-03-30,2015-04-05,crude oil turns higher markets monitor progress iran deal,positive,0.99,0.01,0.0,0.5668558349605188
2015-03-31,2015-04-05,crude falls 2 % deadline extension considered iran talks,negative,0.01,0.99,0.0,0.5286134876093923
2015-04-01,2015-04-05,cftc files suit kraft mondelez alleged wheat manipulation,positive,0.99,0.01,0.0,0.5668558349605188
2015-04-02,2015-04-05,gold retreats ahead preliminary iranian deal us jobs report,negative,0.01,0.99,0.0,0.5286134876093923
2015-04-05,2015-04-05,natural gas futures weekly outlook april 6 10,negative,0.03,0.85,0.12,0.4482610686385848
2015-03-31,2015-04-06,crude falls 2 % deadline extension considered iran talks,negative,0.01,0.99,0.0,0.5209343734030281
2015-04-01,2015-04-06,cftc files suit kraft mondelez alleged wheat manipulation,positive,0.99,0.01,0.0,0.5756939758933227
2015-04-02,2015-04-06,gold retreats ahead preliminary iranian deal us jobs report,negative,0.01,0.99,0.0,0.5209343734030281
2015-04-05,2015-04-06,natural gas futures weekly outlook april 6 10,negative,0.03,0.85,0.12,0.4389749968061736
2015-04-06,2015-04-06,copper futures surge 3 % hopes delayed us rate hike,positive,0.99,0.01,0.0,0.5756939758933227
2015-04-01,2015-04-07,cftc files suit kraft mondelez alleged wheat manipulation,positive,0.99,0.01,0.0,0.5705725673115563
2015-04-02,2015-04-07,gold retreats ahead preliminary iranian deal us jobs report,negative,0.01,0.99,0.0,0.5274417804731321
2015-04-05,2015-04-07,natural gas futures weekly outlook april 6 10,negative,0.03,0.85,0.12,0.4440030178932299
2015-04-06,2015-04-07,copper futures surge 3 % hopes delayed us rate hike,positive,0.99,0.01,0.0,0.5705725673115563
2015-04-07,2015-04-07,gold retreats 7week high dollar rebounds,negative,0.01,0.99,0.0,0.5274417804731321
2015-04-02,2015-04-08,gold retreats ahead preliminary iranian deal us jobs report,negative,0.01,0.99,0.0,0.4708881606313928
2015-04-05,2015-04-08,natural gas futures weekly outlook april 6 10,negative,0.03,0.85,0.12,0.4062282753023494
2015-04-06,2015-04-08,copper futures surge 3 % hopes delayed us rate hike,positive,0.99,0.01,0.0,0.6128919279356071
2015-04-07,2015-04-08,gold retreats 7week high dollar rebounds,negative,0.01,0.99,0.0,0.4708881606313928
2015-04-08,2015-04-08,crude oil plunges following record buildup increasing supply concerns,negative,0.01,0.99,0.0,0.4708881606313928
2015-04-05,2015-04-09,natural gas futures weekly outlook april 6 10,negative,0.03,0.85,0.12,0.4292706509920594
2015-04-06,2015-04-09,copper futures surge 3 % hopes delayed us rate hike,positive,0.99,0.01,0.0,0.6011221351372668
2015-04-07,2015-04-09,gold retreats 7week high dollar rebounds,negative,0.01,0.99,0.0,0.4690316173453422
2015-04-08,2015-04-09,crude oil plunges following record buildup increasing supply concerns,negative,0.01,0.99,0.0,0.4690316173453422
2015-04-09,2015-04-09,gold prices rise asia physical demand prospects,positive,0.99,0.01,0.0,0.6011221351372668
2015-04-05,2015-04-10,natural gas futures weekly outlook april 6 10,negative,0.03,0.85,0.12,0.4180354207771958
2015-04-06,2015-04-10,copper futures surge 3 % hopes delayed us rate hike,positive,0.99,0.01,0.0,0.6016795168296564
2015-04-07,2015-04-10,gold retreats 7week high dollar rebounds,negative,0.01,0.99,0.0,0.48107622069459
2015-04-08,2015-04-10,crude oil plunges following record buildup increasing supply concerns,negative,0.01,0.99,0.0,0.48107622069459
2015-04-09,2015-04-10,gold prices rise asia physical demand prospects,positive,0.99,0.01,0.0,0.6016795168296564
2015-04-10,2015-04-10,gold surges cap volatile week traders look ahead key econ data,positive,0.99,0.01,0.0,0.6016795168296564
2015-04-10,2015-04-10,new us offshore oil drilling rule planned new york times,negative,0.01,0.99,0.0,0.48107622069459
2015-04-05,2015-04-11,natural gas futures weekly outlook april 6 10,negative,0.03,0.85,0.12,0.4180354207771958
2015-04-06,2015-04-11,copper futures surge 3 % hopes delayed us rate hike,positive,0.99,0.01,0.0,0.6016795168296564
2015-04-07,2015-04-11,gold retreats 7week high dollar rebounds,negative,0.01,0.99,0.0,0.48107622069459
2015-04-08,2015-04-11,crude oil plunges following record buildup increasing supply concerns,negative,0.01,0.99,0.0,0.48107622069459
2015-04-09,2015-04-11,gold prices rise asia physical demand prospects,positive,0.99,0.01,0.0,0.6016795168296564
2015-04-10,2015-04-11,gold surges cap volatile week traders look ahead key econ data,positive,0.99,0.01,0.0,0.6016795168296564
2015-04-10,2015-04-11,new us offshore oil drilling rule planned new york times,negative,0.01,0.99,0.0,0.48107622069459
2015-04-06,2015-04-12,copper futures surge 3 % hopes delayed us rate hike,positive,0.99,0.01,0.0,0.6121768908831036
2015-04-07,2015-04-12,gold retreats 7week high dollar rebounds,negative,0.01,0.99,0.0,0.4850018230454431
2015-04-08,2015-04-12,crude oil plunges following record buildup increasing supply concerns,negative,0.01,0.99,0.0,0.4850018230454431
2015-04-09,2015-04-12,gold prices rise asia physical demand prospects,positive,0.99,0.01,0.0,0.6121768908831036
2015-04-10,2015-04-12,gold surges cap volatile week traders look ahead key econ data,positive,0.99,0.01,0.0,0.6121768908831036
2015-04-10,2015-04-12,new us offshore oil drilling rule planned new york times,negative,0.01,0.99,0.0,0.4850018230454431
2015-04-12,2015-04-12,iea sees sharp rise iran oil output 35 years post nuclear deal,negative,0.0,1.0,0.0,0.5154264218868185
2015-04-07,2015-04-13,gold retreats 7week high dollar rebounds,negative,0.01,0.99,0.0,0.4645482420382279
2015-04-08,2015-04-13,crude oil plunges following record buildup increasing supply concerns,negative,0.01,0.99,0.0,0.4645482420382279
2015-04-09,2015-04-13,gold prices rise asia physical demand prospects,positive,0.99,0.01,0.0,0.6339493170764612
2015-04-10,2015-04-13,gold surges cap volatile week traders look ahead key econ data,positive,0.99,0.01,0.0,0.6339493170764612
2015-04-10,2015-04-13,new us offshore oil drilling rule planned new york times,negative,0.01,0.99,0.0,0.4645482420382279
2015-04-12,2015-04-13,iea sees sharp rise iran oil output 35 years post nuclear deal,negative,0.0,1.0,0.0,0.4955334514572543
2015-04-13,2015-04-13,gold falls $ 1200 ounce dollar continues appreciate,negative,0.01,0.99,0.0,0.4645482420382279
2015-04-08,2015-04-14,crude oil plunges following record buildup increasing supply concerns,negative,0.01,0.99,0.0,0.4790996568234411
2015-04-09,2015-04-14,gold prices rise asia physical demand prospects,positive,0.99,0.01,0.0,0.6175584151698136
2015-04-10,2015-04-14,gold surges cap volatile week traders look ahead key econ data,positive,0.99,0.01,0.0,0.6175584151698136
2015-04-10,2015-04-14,new us offshore oil drilling rule planned new york times,negative,0.01,0.99,0.0,0.4790996568234411
2015-04-12,2015-04-14,iea sees sharp rise iran oil output 35 years post nuclear deal,negative,0.0,1.0,0.0,0.5097072547979493
2015-04-13,2015-04-14,gold falls $ 1200 ounce dollar continues appreciate,negative,0.01,0.99,0.0,0.4790996568234411
2015-04-14,2015-04-14,crude futures surge erasing 15 losses fighting escalates yemen,positive,0.99,0.01,0.0,0.6175584151698136
2015-04-09,2015-04-15,gold prices rise asia physical demand prospects,positive,0.99,0.01,0.0,0.5378140603053404
2015-04-10,2015-04-15,gold surges cap volatile week traders look ahead key econ data,positive,0.99,0.01,0.0,0.5378140603053404
2015-04-10,2015-04-15,new us offshore oil drilling rule planned new york times,negative,0.01,0.99,0.0,0.5600470625586713
2015-04-12,2015-04-15,iea sees sharp rise iran oil output 35 years post nuclear deal,negative,0.0,1.0,0.0,0.5884303761089963
2015-04-13,2015-04-15,gold falls $ 1200 ounce dollar continues appreciate,negative,0.01,0.99,0.0,0.5600470625586713
2015-04-14,2015-04-15,crude futures surge erasing 15 losses fighting escalates yemen,positive,0.99,0.01,0.0,0.5378140603053404
2015-04-15,2015-04-15,payout bp oil spill settlement tops $ 5 billion,positive,1.0,0.0,0.0,0.5667719434915415
2015-04-10,2015-04-16,gold surges cap volatile week traders look ahead key econ data,positive,0.99,0.01,0.0,0.5567657590588725
2015-04-10,2015-04-16,new us offshore oil drilling rule planned new york times,negative,0.01,0.99,0.0,0.5482843375468005
2015-04-12,2015-04-16,iea sees sharp rise iran oil output 35 years post nuclear deal,negative,0.0,1.0,0.0,0.576839805081564
2015-04-13,2015-04-16,gold falls $ 1200 ounce dollar continues appreciate,negative,0.01,0.99,0.0,0.5482843375468005
2015-04-14,2015-04-16,crude futures surge erasing 15 losses fighting escalates yemen,positive,0.99,0.01,0.0,0.5567657590588725
2015-04-15,2015-04-16,payout bp oil spill settlement tops $ 5 billion,positive,1.0,0.0,0.0,0.5851083195354492
2015-04-16,2015-04-16,crude oil futures edge lower wednesdays 6 % rally,negative,0.01,0.99,0.0,0.5482843375468005
2015-04-12,2015-04-17,iea sees sharp rise iran oil output 35 years post nuclear deal,negative,0.0,1.0,0.0,0.5777152069298159
2015-04-13,2015-04-17,gold falls $ 1200 ounce dollar continues appreciate,negative,0.01,0.99,0.0,0.5489946109859785
2015-04-14,2015-04-17,crude futures surge erasing 15 losses fighting escalates yemen,positive,0.99,0.01,0.0,0.545791412338765
2015-04-15,2015-04-17,payout bp oil spill settlement tops $ 5 billion,positive,1.0,0.0,0.0,0.5745958077251117
2015-04-16,2015-04-17,crude oil futures edge lower wednesdays 6 % rally,negative,0.01,0.99,0.0,0.5489946109859785
2015-04-17,2015-04-17,crude futures retreat reaching yearlyhighs earlier week,negative,0.04,0.96,0.0,0.4935389597127582
2015-04-17,2015-04-17,gold futures edge higher weaker dollar,positive,0.99,0.01,0.0,0.545791412338765
2015-04-12,2015-04-18,iea sees sharp rise iran oil output 35 years post nuclear deal,negative,0.0,1.0,0.0,0.5777152069298159
2015-04-13,2015-04-18,gold falls $ 1200 ounce dollar continues appreciate,negative,0.01,0.99,0.0,0.5489946109859785
2015-04-14,2015-04-18,crude futures surge erasing 15 losses fighting escalates yemen,positive,0.99,0.01,0.0,0.545791412338765
2015-04-15,2015-04-18,payout bp oil spill settlement tops $ 5 billion,positive,1.0,0.0,0.0,0.5745958077251117
2015-04-16,2015-04-18,crude oil futures edge lower wednesdays 6 % rally,negative,0.01,0.99,0.0,0.5489946109859785
2015-04-17,2015-04-18,crude futures retreat reaching yearlyhighs earlier week,negative,0.04,0.96,0.0,0.4935389597127582
2015-04-17,2015-04-18,gold futures edge higher weaker dollar,positive,0.99,0.01,0.0,0.545791412338765
2015-04-13,2015-04-19,gold falls $ 1200 ounce dollar continues appreciate,negative,0.01,0.99,0.0,0.5423998740246265
2015-04-14,2015-04-19,crude futures surge erasing 15 losses fighting escalates yemen,positive,0.99,0.01,0.0,0.54691577099464
2015-04-15,2015-04-19,payout bp oil spill settlement tops $ 5 billion,positive,1.0,0.0,0.0,0.575786940229283
2015-04-16,2015-04-19,crude oil futures edge lower wednesdays 6 % rally,negative,0.01,0.99,0.0,0.5423998740246265
2015-04-17,2015-04-19,crude futures retreat reaching yearlyhighs earlier week,negative,0.04,0.96,0.0,0.4864037308719269
2015-04-17,2015-04-19,gold futures edge higher weaker dollar,positive,0.99,0.01,0.0,0.54691577099464
2015-04-19,2015-04-19,gold prices flat asia reserve ratio cut china copper gains,negative,0.03,0.97,0.0,0.5030096584341132
2015-04-14,2015-04-20,crude futures surge erasing 15 losses fighting escalates yemen,positive,0.99,0.01,0.0,0.5296238090948521
2015-04-15,2015-04-20,payout bp oil spill settlement tops $ 5 billion,positive,1.0,0.0,0.0,0.558937584354873
2015-04-16,2015-04-20,crude oil futures edge lower wednesdays 6 % rally,negative,0.01,0.99,0.0,0.5610027613569609
2015-04-17,2015-04-20,crude futures retreat reaching yearlyhighs earlier week,negative,0.04,0.96,0.0,0.5056964454478357
2015-04-17,2015-04-20,gold futures edge higher weaker dollar,positive,0.99,0.01,0.0,0.5296238090948521
2015-04-19,2015-04-20,gold prices flat asia reserve ratio cut china copper gains,negative,0.03,0.97,0.0,0.5221259045654225
2015-04-20,2015-04-20,copper futures climb 2week high china stimulus move,positive,0.99,0.01,0.0,0.5296238090948521
2015-04-20,2015-04-20,crude futures mixed amid tension yemen reduced us supply concern,negative,0.01,0.99,0.0,0.5610027613569609
2015-04-15,2015-04-21,payout bp oil spill settlement tops $ 5 billion,positive,1.0,0.0,0.0,0.5670688487943942
2015-04-16,2015-04-21,crude oil futures edge lower wednesdays 6 % rally,negative,0.01,0.99,0.0,0.5597389201941299
2015-04-17,2015-04-21,crude futures retreat reaching yearlyhighs earlier week,negative,0.04,0.96,0.0,0.5047969580742101
2015-04-17,2015-04-21,gold futures edge higher weaker dollar,positive,0.99,0.01,0.0,0.5381189249971479
2015-04-19,2015-04-21,gold prices flat asia reserve ratio cut china copper gains,negative,0.03,0.97,0.0,0.5210953450399559
2015-04-20,2015-04-21,copper futures climb 2week high china stimulus move,positive,0.99,0.01,0.0,0.5381189249971479
2015-04-20,2015-04-21,crude futures mixed amid tension yemen reduced us supply concern,negative,0.01,0.99,0.0,0.5597389201941299
2015-04-21,2015-04-21,crude prices fall sharply ahead weekly supply reports,negative,0.01,0.99,0.0,0.5597389201941299
2015-04-16,2015-04-22,crude oil futures edge lower wednesdays 6 % rally,negative,0.01,0.99,0.0,0.4840425157056114
2015-04-17,2015-04-22,crude futures retreat reaching yearlyhighs earlier week,negative,0.04,0.96,0.0,0.4269689809446171
2015-04-17,2015-04-22,gold futures edge higher weaker dollar,positive,0.99,0.01,0.0,0.6152044071752427
2015-04-19,2015-04-22,gold prices flat asia reserve ratio cut china copper gains,negative,0.03,0.97,0.0,0.4437244217882827
2015-04-20,2015-04-22,copper futures climb 2week high china stimulus move,positive,0.99,0.01,0.0,0.6152044071752427
2015-04-20,2015-04-22,crude futures mixed amid tension yemen reduced us supply concern,negative,0.01,0.99,0.0,0.4840425157056114
2015-04-21,2015-04-22,crude prices fall sharply ahead weekly supply reports,negative,0.01,0.99,0.0,0.4840425157056114
2015-04-22,2015-04-22,gold eases asia hsbc china flash pmi shows continued weakness,negative,0.01,0.99,0.0,0.4840425157056114
2015-04-17,2015-04-23,crude futures retreat reaching yearlyhighs earlier week,negative,0.04,0.96,0.0,0.4068016929286725
2015-04-17,2015-04-23,gold futures edge higher weaker dollar,positive,0.99,0.01,0.0,0.624849654875399
2015-04-19,2015-04-23,gold prices flat asia reserve ratio cut china copper gains,negative,0.03,0.97,0.0,0.4239425971318822
2015-04-20,2015-04-23,copper futures climb 2week high china stimulus move,positive,0.99,0.01,0.0,0.624849654875399
2015-04-20,2015-04-23,crude futures mixed amid tension yemen reduced us supply concern,negative,0.01,0.99,0.0,0.4652090208533899
2015-04-21,2015-04-23,crude prices fall sharply ahead weekly supply reports,negative,0.01,0.99,0.0,0.4652090208533899
2015-04-22,2015-04-23,gold eases asia hsbc china flash pmi shows continued weakness,negative,0.01,0.99,0.0,0.4652090208533899
2015-04-23,2015-04-23,gold futures edge lower china pmi weighs,negative,0.01,0.99,0.0,0.4652090208533899
2015-04-19,2015-04-24,gold prices flat asia reserve ratio cut china copper gains,negative,0.03,0.97,0.0,0.4138699870074643
2015-04-20,2015-04-24,copper futures climb 2week high china stimulus move,positive,0.99,0.01,0.0,0.6361712526842266
2015-04-20,2015-04-24,crude futures mixed amid tension yemen reduced us supply concern,negative,0.01,0.99,0.0,0.455284435549081
2015-04-21,2015-04-24,crude prices fall sharply ahead weekly supply reports,negative,0.01,0.99,0.0,0.455284435549081
2015-04-22,2015-04-24,gold eases asia hsbc china flash pmi shows continued weakness,negative,0.01,0.99,0.0,0.455284435549081
2015-04-23,2015-04-24,gold futures edge lower china pmi weighs,negative,0.01,0.99,0.0,0.455284435549081
2015-04-24,2015-04-24,gold futures little changed us dollar recovers,positive,0.99,0.01,0.0,0.6361712526842266
2015-04-24,2015-04-24,oil futures slip lower remain near 4month peak,negative,0.02,0.98,0.0,0.4329913834150515
2015-04-19,2015-04-25,gold prices flat asia reserve ratio cut china copper gains,negative,0.03,0.97,0.0,0.4138699870074643
2015-04-20,2015-04-25,copper futures climb 2week high china stimulus move,positive,0.99,0.01,0.0,0.6361712526842266
2015-04-20,2015-04-25,crude futures mixed amid tension yemen reduced us supply concern,negative,0.01,0.99,0.0,0.455284435549081
2015-04-21,2015-04-25,crude prices fall sharply ahead weekly supply reports,negative,0.01,0.99,0.0,0.455284435549081
2015-04-22,2015-04-25,gold eases asia hsbc china flash pmi shows continued weakness,negative,0.01,0.99,0.0,0.455284435549081
2015-04-23,2015-04-25,gold futures edge lower china pmi weighs,negative,0.01,0.99,0.0,0.455284435549081
2015-04-24,2015-04-25,gold futures little changed us dollar recovers,positive,0.99,0.01,0.0,0.6361712526842266
2015-04-24,2015-04-25,oil futures slip lower remain near 4month peak,negative,0.02,0.98,0.0,0.4329913834150515
2015-04-20,2015-04-26,copper futures climb 2week high china stimulus move,positive,0.99,0.01,0.0,0.6158216845963392
2015-04-20,2015-04-26,crude futures mixed amid tension yemen reduced us supply concern,negative,0.01,0.99,0.0,0.467542488068278
2015-04-21,2015-04-26,crude prices fall sharply ahead weekly supply reports,negative,0.01,0.99,0.0,0.467542488068278
2015-04-22,2015-04-26,gold eases asia hsbc china flash pmi shows continued weakness,negative,0.01,0.99,0.0,0.467542488068278
2015-04-23,2015-04-26,gold futures edge lower china pmi weighs,negative,0.01,0.99,0.0,0.467542488068278
2015-04-24,2015-04-26,gold futures little changed us dollar recovers,positive,0.99,0.01,0.0,0.6158216845963392
2015-04-24,2015-04-26,oil futures slip lower remain near 4month peak,negative,0.02,0.98,0.0,0.4452000316852413
2015-04-26,2015-04-26,natural gas futures weekly outlook april 27 may 1,negative,0.04,0.79,0.17,0.4000410733163144
2015-04-21,2015-04-27,crude prices fall sharply ahead weekly supply reports,negative,0.01,0.99,0.0,0.4652464884123031
2015-04-22,2015-04-27,gold eases asia hsbc china flash pmi shows continued weakness,negative,0.01,0.99,0.0,0.4652464884123031
2015-04-23,2015-04-27,gold futures edge lower china pmi weighs,negative,0.01,0.99,0.0,0.4652464884123031
2015-04-24,2015-04-27,gold futures little changed us dollar recovers,positive,0.99,0.01,0.0,0.6202169912042538
2015-04-24,2015-04-27,oil futures slip lower remain near 4month peak,negative,0.02,0.98,0.0,0.4429267923816408
2015-04-26,2015-04-27,natural gas futures weekly outlook april 27 may 1,negative,0.04,0.79,0.17,0.3938926505721585
2015-04-27,2015-04-27,copper rises 1week high china stimulus hopes,positive,0.99,0.01,0.0,0.6202169912042538
2015-04-22,2015-04-28,gold eases asia hsbc china flash pmi shows continued weakness,negative,0.01,0.99,0.0,0.458734657850629
2015-04-23,2015-04-28,gold futures edge lower china pmi weighs,negative,0.01,0.99,0.0,0.458734657850629
2015-04-24,2015-04-28,gold futures little changed us dollar recovers,positive,0.99,0.01,0.0,0.6204310486706581
2015-04-24,2015-04-28,oil futures slip lower remain near 4month peak,negative,0.02,0.98,0.0,0.4361347032305988
2015-04-26,2015-04-28,natural gas futures weekly outlook april 27 may 1,negative,0.04,0.79,0.17,0.4003222819449796
2015-04-27,2015-04-28,copper rises 1week high china stimulus hopes,positive,0.99,0.01,0.0,0.6204310486706581
2015-04-28,2015-04-28,copper dips slightly ahead fed china easing hopes support,negative,0.01,0.99,0.0,0.458734657850629
2015-04-23,2015-04-29,gold futures edge lower china pmi weighs,negative,0.01,0.99,0.0,0.451835523527342
2015-04-24,2015-04-29,gold futures little changed us dollar recovers,positive,0.99,0.01,0.0,0.6269023969713134
2015-04-24,2015-04-29,oil futures slip lower remain near 4month peak,negative,0.02,0.98,0.0,0.4291110778168723
2015-04-26,2015-04-29,natural gas futures weekly outlook april 27 may 1,negative,0.04,0.79,0.17,0.3949038396335476
2015-04-27,2015-04-29,copper rises 1week high china stimulus hopes,positive,0.99,0.01,0.0,0.6269023969713134
2015-04-28,2015-04-29,copper dips slightly ahead fed china easing hopes support,negative,0.01,0.99,0.0,0.451835523527342
2015-04-29,2015-04-29,copper moves lower ahead us gdp data fed outcome,negative,0.01,0.99,0.0,0.451835523527342
2015-04-24,2015-04-30,gold futures little changed us dollar recovers,positive,0.99,0.01,0.0,0.628802726372109
2015-04-24,2015-04-30,oil futures slip lower remain near 4month peak,negative,0.02,0.98,0.0,0.4243807326020536
2015-04-26,2015-04-30,natural gas futures weekly outlook april 27 may 1,negative,0.04,0.79,0.17,0.3965199723917542
2015-04-27,2015-04-30,copper rises 1week high china stimulus hopes,positive,0.99,0.01,0.0,0.628802726372109
2015-04-28,2015-04-30,copper dips slightly ahead fed china easing hopes support,negative,0.01,0.99,0.0,0.4472601845489997
2015-04-29,2015-04-30,copper moves lower ahead us gdp data fed outcome,negative,0.01,0.99,0.0,0.4472601845489997
2015-04-30,2015-04-30,crude ends april 25 % opec supply level reaches twoyear high,negative,0.01,0.99,0.0,0.4472601845489997
2015-04-26,2015-05-01,natural gas futures weekly outlook april 27 may 1,negative,0.04,0.79,0.17,0.3819376085276887
2015-04-27,2015-05-01,copper rises 1week high china stimulus hopes,positive,0.99,0.01,0.0,0.6459179941097181
2015-04-28,2015-05-01,copper dips slightly ahead fed china easing hopes support,negative,0.01,0.99,0.0,0.4294746542866638
2015-04-29,2015-05-01,copper moves lower ahead us gdp data fed outcome,negative,0.01,0.99,0.0,0.4294746542866638
2015-04-30,2015-05-01,crude ends april 25 % opec supply level reaches twoyear high,negative,0.01,0.99,0.0,0.4294746542866638
2015-05-01,2015-05-01,gold continues slump thinly traded session may day holiday,negative,0.01,0.99,0.0,0.4294746542866638
2015-04-26,2015-05-02,natural gas futures weekly outlook april 27 may 1,negative,0.04,0.79,0.17,0.3819376085276887
2015-04-27,2015-05-02,copper rises 1week high china stimulus hopes,positive,0.99,0.01,0.0,0.6459179941097181
2015-04-28,2015-05-02,copper dips slightly ahead fed china easing hopes support,negative,0.01,0.99,0.0,0.4294746542866638
2015-04-29,2015-05-02,copper moves lower ahead us gdp data fed outcome,negative,0.01,0.99,0.0,0.4294746542866638
2015-04-30,2015-05-02,crude ends april 25 % opec supply level reaches twoyear high,negative,0.01,0.99,0.0,0.4294746542866638
2015-05-01,2015-05-02,gold continues slump thinly traded session may day holiday,negative,0.01,0.99,0.0,0.4294746542866638
2015-04-27,2015-05-03,crude drops slightly slowing rally fighting yemen escalates,negative,0.01,0.99,0.0,0.3993955339178315
2015-04-28,2015-05-03,copper dips slightly ahead fed china easing hopes support,negative,0.01,0.99,0.0,0.3993955339178315
2015-04-29,2015-05-03,copper moves lower ahead us gdp data fed outcome,negative,0.01,0.99,0.0,0.3993955339178315
2015-04-30,2015-05-03,crude ends april 25 % opec supply level reaches twoyear high,negative,0.01,0.99,0.0,0.3993955339178315
2015-05-01,2015-05-03,gold continues slump thinly traded session may day holiday,negative,0.01,0.99,0.0,0.3993955339178315
2015-05-03,2015-05-03,copper prices slump disappointing hsbc china pmi reading april,negative,0.01,0.99,0.0,0.3993955339178315
2015-04-28,2015-05-04,copper dips slightly ahead fed china easing hopes support,negative,0.01,0.99,0.0,0.3735230123308211
2015-04-29,2015-05-04,copper moves lower ahead us gdp data fed outcome,negative,0.01,0.99,0.0,0.3735230123308211
2015-04-30,2015-05-04,crude ends april 25 % opec supply level reaches twoyear high,negative,0.01,0.99,0.0,0.3735230123308211
2015-05-01,2015-05-04,gold continues slump thinly traded session may day holiday,negative,0.01,0.99,0.0,0.3735230123308211
2015-05-03,2015-05-04,copper prices slump disappointing hsbc china pmi reading april,negative,0.01,0.99,0.0,0.3735230123308211
2015-05-04,2015-05-04,copper falls 5month high dismal china pmi data,negative,0.01,0.99,0.0,0.3735230123308211
2015-04-29,2015-05-05,copper moves lower ahead us gdp data fed outcome,negative,0.01,0.99,0.0,0.4170360844605636
2015-04-30,2015-05-05,crude ends april 25 % opec supply level reaches twoyear high,negative,0.01,0.99,0.0,0.4170360844605636
2015-05-01,2015-05-05,gold continues slump thinly traded session may day holiday,negative,0.01,0.99,0.0,0.4170360844605636
2015-05-03,2015-05-05,copper prices slump disappointing hsbc china pmi reading april,negative,0.01,0.99,0.0,0.4170360844605636
2015-05-04,2015-05-05,copper falls 5month high dismal china pmi data,negative,0.01,0.99,0.0,0.4170360844605636
2015-05-05,2015-05-05,wti oil futures inch lower ahead us supply data,negative,0.02,0.98,0.0,0.3939866468543321
2015-05-05,2015-05-05,gold copper tick higher hsbc china services index shows pickup,positive,0.98,0.02,0.0,0.6488653660179741
2015-04-30,2015-05-06,crude ends april 25 % opec supply level reaches twoyear high,negative,0.01,0.99,0.0,0.4531216466870849
2015-05-01,2015-05-06,gold continues slump thinly traded session may day holiday,negative,0.01,0.99,0.0,0.4531216466870849
2015-05-03,2015-05-06,copper prices slump disappointing hsbc china pmi reading april,negative,0.01,0.99,0.0,0.4531216466870849
2015-05-04,2015-05-06,copper falls 5month high dismal china pmi data,negative,0.01,0.99,0.0,0.4531216466870849
2015-05-05,2015-05-06,crude surges highest level 2015 amid libyan shutdown iran debate,positive,0.99,0.01,0.0,0.6448205996727493
2015-05-06,2015-05-06,gold futures erase losses turns flat adp miss,negative,0.01,0.99,0.0,0.4531216466870849
2015-05-01,2015-05-07,gold continues slump thinly traded session may day holiday,negative,0.01,0.99,0.0,0.4772859157768391
2015-05-03,2015-05-07,copper prices slump disappointing hsbc china pmi reading april,negative,0.01,0.99,0.0,0.4772859157768391
2015-05-04,2015-05-07,copper falls 5month high dismal china pmi data,negative,0.01,0.99,0.0,0.4772859157768391
2015-05-05,2015-05-07,crude surges highest level 2015 amid libyan shutdown iran debate,positive,0.99,0.01,0.0,0.6317684790143083
2015-05-06,2015-05-07,gold futures erase losses turns flat adp miss,negative,0.01,0.99,0.0,0.4772859157768391
2015-05-07,2015-05-07,crude retreats 5month high amid strong dollar iran supply fears,negative,0.01,0.99,0.0,0.4772859157768391
2015-05-03,2015-05-08,copper prices slump disappointing hsbc china pmi reading april,negative,0.01,0.99,0.0,0.5119546585181239
2015-05-04,2015-05-08,copper falls 5month high dismal china pmi data,negative,0.01,0.99,0.0,0.5119546585181239
2015-05-05,2015-05-08,crude surges highest level 2015 amid libyan shutdown iran debate,positive,0.99,0.01,0.0,0.6075479831047829
2015-05-06,2015-05-08,gold futures erase losses turns flat adp miss,negative,0.01,0.99,0.0,0.5119546585181239
2015-05-07,2015-05-08,crude retreats 5month high amid strong dollar iran supply fears,negative,0.01,0.99,0.0,0.5119546585181239
2015-05-08,2015-05-08,bp wins right appeal gulf spill damages claims,positive,1.0,0.0,0.0,0.6344679421336071
2015-05-03,2015-05-09,copper prices slump disappointing hsbc china pmi reading april,negative,0.01,0.99,0.0,0.5119546585181239
2015-05-04,2015-05-09,copper falls 5month high dismal china pmi data,negative,0.01,0.99,0.0,0.5119546585181239
2015-05-05,2015-05-09,crude surges highest level 2015 amid libyan shutdown iran debate,positive,0.99,0.01,0.0,0.6075479831047829
